id,text,is_retweet,is_deleted,device,favorites,retweets,datetime,is_flagged,date
1320143847356182500,RT @chefjclark: People ask why the President fights so hard in court for ballot integrity?  Why we have such an extensive Election Day Oper…,TRUE,FALSE,Twitter for iPhone,0,12139,2020-10-24T23:23:14Z,FALSE,2020-10-24
1317058146997764e3,"RT @AmericanEsther: @RandPaul @realDonaldTrump Thank the Lord most High!🙏🏻
God bless the peacemakers @realDonaldTrump🙏🏻
God bless our brave…",TRUE,FALSE,Twitter for iPhone,0,4086,2020-10-16T11:01:46Z,FALSE,2020-10-16
1317065042706268200,Very good reviews on last night’s @NBCNews Town Hall in Miami. Thank you!!!,FALSE,FALSE,Twitter for iPhone,148717,23968,2020-10-16T11:29:10Z,FALSE,2020-10-16
1317063921375842300,"Polls numbers are looking very strong. Big crowds, great enthusiasm. Massive RED WAVE coming!!!",FALSE,FALSE,Twitter for iPhone,280261,52623,2020-10-16T11:24:43Z,FALSE,2020-10-16
1317062817703493600,RT @Brexit: BREAKING: Boris Johnson says the U.K. will now get ready to split from the EU’s single market and customs union without a new t…,TRUE,FALSE,Twitter for iPhone,0,7167,2020-10-16T11:20:20Z,FALSE,2020-10-16
1317062229074808800,"RT @RandPaul: Biden/Harris will raise your taxes. Fact Check: True.  

VP Biden said so last week when he said he would repeal the Trump ta…",TRUE,FALSE,Twitter for iPhone,0,13375,2020-10-16T11:17:59Z,FALSE,2020-10-16
1317062178265026600,Biden lied Pennsylvania! https://t.co/zmD8Ew0bmS,FALSE,FALSE,Twitter for iPhone,69406,20762,2020-10-16T11:17:47Z,FALSE,2020-10-16
1317061707064279e3,RT @RandPaul: Somebody is mad that @realDonaldTrump didn’t start any wars and wants to leave the ones we are in. Vote Biden/Harris if you w…,TRUE,FALSE,Twitter for iPhone,0,17819,2020-10-16T11:15:55Z,FALSE,2020-10-16
1317061461391409200,RT @RandPaul: Open the schools! I wonder where the “listen to the science” people will go when the science doesn’t support their fearmonger…,TRUE,FALSE,Twitter for iPhone,0,12742,2020-10-16T11:14:56Z,FALSE,2020-10-16
1317061401932927e3,RT @RandPaul: Great meeting young cancer survivor Reed Elliotte yesterday at the #ProAmericaRally in Lexington KY. https://t.co/8PbQihCzP9,TRUE,FALSE,Twitter for iPhone,0,6892,2020-10-16T11:14:42Z,FALSE,2020-10-16
1317060546160697300,RT @sedawymoha: @RandPaul @realDonaldTrump Our Beloved President Donald The Man Of Peace And Prosperity To Great America And The Whole Worl…,TRUE,FALSE,Twitter for iPhone,0,6392,2020-10-16T11:11:18Z,FALSE,2020-10-16
1317060449368789e3,RT @Chicago1Ray: @RandPaul @realDonaldTrump No more blood for oil as long as @realDonaldTrump is President ✔,TRUE,FALSE,Twitter for iPhone,0,6444,2020-10-16T11:10:55Z,FALSE,2020-10-16
1317060388371026e3,Thank you! https://t.co/ceq1n14MYa,FALSE,FALSE,Twitter for iPhone,41882,7722,2020-10-16T11:10:41Z,FALSE,2020-10-16
1317058088252342300,RT @cjtruth: @RandPaul @QarriorP @realDonaldTrump Amen!  Not a lot of people understand what @realDonaldTrump has done!  It is truly amazin…,TRUE,FALSE,Twitter for iPhone,0,5171,2020-10-16T11:01:32Z,FALSE,2020-10-16
1317058069680001e3,"RT @RandPaul: In his term, @realDonaldTrump has already brought home thousands of our brave soldiers. He wants the rest home by Christmas a…",TRUE,FALSE,Twitter for iPhone,0,12297,2020-10-16T11:01:28Z,FALSE,2020-10-16
1317057909927325700,"Thank you LIBERTARIANS. We are getting it all done, and FAST! VOTE TRUMP!!! https://t.co/ai2vTb1V3G",FALSE,FALSE,Twitter for iPhone,59384,13788,2020-10-16T11:00:50Z,FALSE,2020-10-16
1317056951986098200,The process has long begun. Happening fast! https://t.co/nLLq7x0Bim,FALSE,FALSE,Twitter for iPhone,31396,8137,2020-10-16T10:57:01Z,FALSE,2020-10-16
1328329896888848400,RT @realDerekUtley: Trump Supporters as far as you can see at Freedom Plaza https://t.co/DRCI7uswrb,TRUE,FALSE,Twitter for iPhone,0,11343,2020-11-16T13:31:41Z,FALSE,2020-11-16
1346239227827265500,Heading to Georgia now. See you soon!,FALSE,FALSE,Twitter for iPhone,313859,38244,2021-01-04T23:36:58Z,FALSE,2021-01-04
1320146431584301e3,"RT @TeamTrump: TONIGHT: Watch President @realDonaldTrump's Remarks from Waukesha, Wisconsin at 8:00 pm ET!

RSVP: https://t.co/5Fb0UaYEkN…",TRUE,FALSE,Twitter for iPhone,0,4558,2020-10-24T23:33:31Z,FALSE,2020-10-24
1346267953042497500,https://t.co/3LNZWTO8NY,FALSE,FALSE,Twitter for iPhone,99107,25000,2021-01-05T01:31:07Z,FALSE,2021-01-05
1325956184613019600,"This is good news, it means I won! 
cc: @RepDougCollins @SecretarySonny https://t.co/zO4AlPF8O0",FALSE,FALSE,Twitter for iPhone,258866,55635,2020-11-10T00:19:24Z,TRUE,2020-11-10
1319495252672012300,"RT @NRA: President @realDonaldTrump won the debate!

""Why didn't you do that four years ago, @JoeBiden... I ran because of you because you…",TRUE,FALSE,Twitter for iPhone,0,8320,2020-10-23T04:25:57Z,FALSE,2020-10-23
1346271579664220200,"On my way, see you soon! https://t.co/7QW23k5b9r",FALSE,FALSE,Twitter for iPhone,185691,33097,2021-01-05T01:45:31Z,FALSE,2021-01-05
1325957192214831e3,https://t.co/vTEBvG1Ucj,FALSE,FALSE,Twitter for iPhone,133206,29942,2020-11-10T00:23:24Z,FALSE,2020-11-10
1329054683441279e3,...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY! https://t.co/9coP3R44UQ,FALSE,FALSE,Twitter for iPhone,246973,54880,2020-11-18T13:31:43Z,TRUE,2020-11-18
1328328868298698800,"RT @alexbruesewitz: 🚨🚨🚨

Fake News @BBCWorld reached out for an interview.

I agreed.

I let them know that their country’s opinion stopped…",TRUE,FALSE,Twitter for iPhone,0,8364,2020-11-16T13:27:36Z,TRUE,2020-11-16
1.3283285475980001e+18,Dominion is running our Election. Rigged! https://t.co/xvwrpLpAZa,FALSE,FALSE,Twitter for iPhone,163578,40680,2020-11-16T13:26:19Z,TRUE,2020-11-16
1346300462899875800,https://t.co/9fRvjIgqKE,FALSE,FALSE,Twitter for iPhone,148594,36118,2021-01-05T03:40:18Z,FALSE,2021-01-05
1325961116359516200,"...The worst polling ever, and then they’ll be back in four years to do it again. This is much more then voter and campaign finance suppression!",FALSE,FALSE,Twitter for iPhone,156817,28082,2020-11-10T00:38:59Z,FALSE,2020-11-10
1320162439200149500,"Thank you OHIO! #VOTE
https://t.co/gsFSghkmdM https://t.co/oOzmfm8vCo",FALSE,FALSE,Twitter for iPhone,74088,12731,2020-10-25T00:37:07Z,FALSE,2020-10-25
1320162252868255700,What a terrible thing for Biden to say! Rigged Election? https://t.co/jQXxeQCZU9,FALSE,FALSE,Twitter for iPhone,59144,14564,2020-10-25T00:36:23Z,FALSE,2020-10-25
1328330382014615600,"RT @RudyGiuliani: REVEALED: Sworn Evidence Of Pervasive Voter Fraud #Affidavits 

Rudy Giuliani breaks it down here: https://t.co/HfvQzCHl8…",TRUE,FALSE,Twitter for iPhone,0,28346,2020-11-16T13:33:36Z,FALSE,2020-11-16
1328330303103000600,I strongly stand with Kelly & David. They are both great and MUST WIN! https://t.co/eqr95Lc2aC,FALSE,FALSE,Twitter for iPhone,122871,21461,2020-11-16T13:33:18Z,FALSE,2020-11-16
1328329022338642e3,"RT @DineshDSouza: Hey @JoeBiden, are you going to denounce this? https://t.co/uilzBZRrnL",TRUE,FALSE,Twitter for iPhone,0,25674,2020-11-16T13:28:12Z,FALSE,2020-11-16
1328328948749578200,"RT @realDonaldTrump: ANTIFA SCUM ran for the hills today when they tried attacking the people at the Trump Rally, because those people aggr…",TRUE,FALSE,Twitter for iPhone,0,74792,2020-11-16T13:27:55Z,FALSE,2020-11-16
1320163234926764e3,Landed in Wisconsin. BIG CROWD. On my way!,FALSE,FALSE,Twitter for iPhone,168796,18240,2020-10-25T00:40:17Z,FALSE,2020-10-25
1346304362730168300,https://t.co/tJkmEhSqY5,FALSE,FALSE,Twitter for iPhone,126642,27524,2021-01-05T03:55:47Z,FALSE,2021-01-05
1346304329301504e3,https://t.co/X0CIj5dFlV,FALSE,FALSE,Twitter for iPhone,119112,24741,2021-01-05T03:55:39Z,FALSE,2021-01-05
1346304273425047600,https://t.co/zkFfhX0hOQ,FALSE,FALSE,Twitter for iPhone,101708,21052,2021-01-05T03:55:26Z,FALSE,2021-01-05
1346304227635835e3,https://t.co/gWj2obEKm8,FALSE,FALSE,Twitter for iPhone,96065,19607,2021-01-05T03:55:15Z,FALSE,2021-01-05
1325961445062938600,"As I have long said, @Pfizer and the others would only announce a Vaccine after the Election, because they didn’t have the courage to do it before. Likewise, the @US_FDA should have announced it earlier, not for political purposes, but for saving lives!",FALSE,FALSE,Twitter for iPhone,292245,59870,2020-11-10T00:40:18Z,FALSE,2020-11-10
1325961115352838100,"...ABC/WaPo had me down 17 points in Wisconsin, the day before the election, and I WON! In Iowa, the polls had us 4 points down, and I won by 8.2%! Fox News and Quinnipiac were wrong on everything...",FALSE,FALSE,Twitter for iPhone,152654,27735,2020-11-10T00:38:59Z,FALSE,2020-11-10
1325961114514038800,".@FoxNews, @QuinnipiacPoll, ABC/WaPo, NBC/WSJ were so inaccurate with their polls on me, that it really is tampering with an Election. They were so far off in their polling, and in their attempt to suppress - that they should be called out for Election Interference...",FALSE,FALSE,Twitter for iPhone,254530,53987,2020-11-10T00:38:59Z,FALSE,2020-11-10
1320164913910788e3,RT @dbongino: THIS 👇🏻👇🏻,TRUE,FALSE,Twitter for iPhone,0,11195,2020-10-25T00:46:57Z,FALSE,2020-10-25
1346469204740903e3,"Pleased to announce that @KLoeffler & @sendavidperdue have just joined our great #StopTheSteal group of Senators. They will fight the ridiculous Electoral College Certification of Biden. How do you certify numbers that have now proven to be wrong and, in many cases, fraudulent!",FALSE,FALSE,Twitter for iPhone,177332,42347,2021-01-05T14:50:49Z,FALSE,2021-01-05
1325961672343875600,"If Joe Biden were President, you wouldn’t have the Vaccine for another four years, nor would the @US_FDA have ever approved it so quickly. The bureaucracy would have destroyed millions of lives!",FALSE,FALSE,Twitter for iPhone,332731,56327,2020-11-10T00:41:12Z,FALSE,2020-11-10
1325962203346972700,"The @US_FDA and the Democrats didn’t want to have me get a Vaccine WIN, prior to the election, so instead it came out five days later – As I’ve said all along!",FALSE,FALSE,Twitter for iPhone,378553,71310,2020-11-10T00:43:19Z,FALSE,2020-11-10
1328349382023e6,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!,FALSE,FALSE,Twitter for iPhone,218908,30412,2020-11-16T14:49:06Z,FALSE,2020-11-16
1328341927641682e3,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!",FALSE,FALSE,Twitter for iPhone,318583,51556,2020-11-16T14:19:29Z,FALSE,2020-11-16
1328334093008965600,"RT @realDonaldTrump: John Bolton was one of the dumbest people in government that I’ve had the “pleasure” to work with. A sullen, dull and…",TRUE,FALSE,Twitter for iPhone,0,61089,2020-11-16T13:48:21Z,FALSE,2020-11-16
1328330541494624300,"RT @RudyGiuliani: The only thing that would have surprised me is if Philly didn’t cheat on a big scale in the 2020 election.

It would have…",TRUE,FALSE,Twitter for iPhone,0,21602,2020-11-16T13:34:14Z,FALSE,2020-11-16
1328330461211488300,"RT @RudyGiuliani: I imagine this guy has a reading deficit. He didn’t read paragraphs 132 to 150 of the amended complaint. I guess 680,770…",TRUE,FALSE,Twitter for iPhone,0,24186,2020-11-16T13:33:55Z,FALSE,2020-11-16
1328329217910726700,RT @AndrewPollackFL: Would you ever hear Biden supporters saying this? #MillionMAGAMarch https://t.co/ajE6l8QgjU,TRUE,FALSE,Twitter for iPhone,0,8405,2020-11-16T13:28:59Z,FALSE,2020-11-16
1328329100205944800,"RT @AndrewPollackFL: The Million MAGA March happened today.   

Nothing was burned, looted, and no one was shot or killed. 

Tell us again…",TRUE,FALSE,Twitter for iPhone,0,8858,2020-11-16T13:28:31Z,FALSE,2020-11-16
1328338241284616200,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!,FALSE,FALSE,Twitter for iPhone,254635,50961,2020-11-16T14:04:50Z,TRUE,2020-11-16
1.3201652218775839e+18,"RT @dbongino: Amen to that!
https://t.co/yRr4OagnTO",TRUE,FALSE,Twitter for iPhone,0,9281,2020-10-25T00:48:11Z,FALSE,2020-10-25
1346472111603216400,"Georgia, get out and VOTE for two great Senators, @KLoeffler and @sendavidperdue. So important to do so!",FALSE,FALSE,Twitter for iPhone,215340,41746,2021-01-05T15:02:22Z,FALSE,2021-01-05
1346478482105069600,See you in D.C. https://t.co/ti4bChnPKz,FALSE,FALSE,Twitter for iPhone,127896,25649,2021-01-05T15:27:41Z,FALSE,2021-01-05
1329097946776940500,"FLOYD COUNTY, GEORGIA! 
https://t.co/mIZ5rmdkvw",FALSE,FALSE,Twitter for iPhone,182698,52653,2020-11-18T16:23:38Z,FALSE,2020-11-18
1325966661942435800,https://t.co/NXcVFfLcgx,FALSE,FALSE,Twitter for iPhone,138095,33260,2020-11-10T01:01:02Z,TRUE,2020-11-10
1320167412780728300,...And a great show by @JesseBWatters tonight. Watched it on way from Ohio to Wisconsin! https://t.co/6OIpWIBpop,FALSE,FALSE,Twitter for iPhone,46814,7490,2020-10-25T00:56:53Z,FALSE,2020-10-25
1346488314157797400,The Vice President has the power to reject fraudulently chosen electors.,FALSE,FALSE,Twitter for iPhone,429984,90069,2021-01-05T16:06:45Z,FALSE,2021-01-05
1329050540207169500,"RT @Claire_FOX5: #BREAKING:  @GaSecofState's office confirms Floyd County has found 2,600 ballots during audit.  Says Sec. Raffensperger wa…",TRUE,FALSE,Twitter for iPhone,0,19904,2020-11-18T13:15:16Z,FALSE,2020-11-18
1325967327611981800,https://t.co/dFGni0viS5,FALSE,FALSE,Twitter for iPhone,148796,37315,2020-11-10T01:03:40Z,TRUE,2020-11-10
1325967220757966800,https://t.co/9oAnUZdJLW,FALSE,FALSE,Twitter for iPhone,135596,33304,2020-11-10T01:03:15Z,TRUE,2020-11-10
1329064787142172700,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more! https://t.co/YDh7A7wxLW",FALSE,FALSE,Twitter for iPhone,141951,33060,2020-11-18T14:11:52Z,TRUE,2020-11-18
1320168209262194700,RT @HeyTammyBruce: 😐,TRUE,FALSE,Twitter for iPhone,0,8274,2020-10-25T01:00:03Z,FALSE,2020-10-25
1320168008887795700,"RT @HeyTammyBruce: Crowd: We love you! We love you!
Trump: Thank you! 
Guy in Crowd: We really do! 
😂❤️🇺🇸",TRUE,FALSE,Twitter for iPhone,0,11284,2020-10-25T00:59:15Z,FALSE,2020-10-25
1346520352827039700,RT @Perduesenate: The Trump family is right — we need YOU to get out and vote today to defend our majority and defend America! #GASen #gapo…,TRUE,FALSE,Twitter for iPhone,0,9134,2021-01-05T18:14:03Z,FALSE,2021-01-05
1.3295682089285919e+18,"RT @mtgreenee: House Republicans will STOP the fraud and abuse in American elections.

The integrity of our elections must be protected!",TRUE,FALSE,Twitter for iPhone,0,17614,2020-11-19T23:32:17Z,TRUE,2020-11-19
1320168905856397300,Law Enforcement is watching and involved. So dishonest! https://t.co/DNtRroA92X,FALSE,FALSE,Twitter for iPhone,57711,16609,2020-10-25T01:02:49Z,FALSE,2020-10-25
1325973224522473500,https://t.co/kSjq4ye9EO,FALSE,FALSE,Twitter for iPhone,216709,46260,2020-11-10T01:27:06Z,FALSE,2020-11-10
1346520497723498500,"RT @KLoeffler: Georgia, we have a job to do TODAY. 

We have to STOP socialism. 

We have to PROTECT the American Dream. 

We have to SAVE…",TRUE,FALSE,Twitter for iPhone,0,10666,2021-01-05T18:14:38Z,FALSE,2021-01-05
