date,text,INSULT,SEVERE_TOXICITY,TOXICITY,IDENTITY_ATTACK
2009-06-14 14:25:36,Today is Donald Trump's Birthday! Send him your B'day wishes here: http://www.facebook.com/DonaldTrump,0.012414906,0.002298355,0.032156147,0.006955597
2009-06-15 23:13:05,Thanks to all for your thoughtful birthday wishes – Donald Trump,0.011654901,0.0016498566,0.023671126,0.00414376
2009-06-18 13:26:53,"""RE: FB Vanity URLs: SF Chronicle - """"David Beckham was one of the first, along with Britney Spears & Donald Trump."""" http://tinyurl.com/ln4lol""",0.019870255,0.002632141,0.050326355,0.011543332
2009-06-21 14:47:41,- Wishing a Happy Father's Day to all the Dad's out there - YOU are a champion today and everyday! http://tinyurl.com/kn95ju,0.008329881,0.0013065338,0.013885498,0.003607291
2009-06-23 13:40:38,“Expand your life every day.” –Donald J. Trump http://tinyurl.com/pqpfvm,0.012566907,0.0022220612,0.036162965,0.0055496786
2009-06-24 22:09:19,Donald Trump’s commercial-free WWE Raw does big rating: http://tinyurl.com/nxvquo,0.012224905,0.0022125244,0.036162965,0.008916483
2009-06-26 16:51:16,"""RE: Michael Jackson: """"He was a great friend and a spectacular entertainer. It’s a devastating loss!"""" -Donald J. Trump""",0.03312982,0.0028800964,0.103494145,0.0091384705
2009-06-30 13:32:59,Watch a powerful and frank interview with Donald Trump about the economy on Greta Van Susteren's On The Record: http://tinyurl.com/mmjked,0.010742896,0.0018405914,0.025792383,0.00621564
2009-07-04 23:19:56,Here's to a safe and happy Independence Day for one and all - Enjoy it! --Donald J. Trump,0.00975489,0.0011301041,0.01822079,0.003921773
2009-07-13 14:03:38,"""""""Be aware of things that seem inexplicable because they can be a big step towards innovation."""" --Donald J. Trump http://tinyurl.com/pqpfvm""",0.0142009165,0.0014972687,0.030977672,0.0076215584
2009-07-15 13:40:35,Donald Trump backs 'Apprentice' Randal Pinkett for N.J. Lieutenant Governor: http://tinyurl.com/mvovzb,0.012756908,0.0012397766,0.027677942,0.0039957687
2009-07-22 15:32:52,"""Congrats to winners from around the world who entered the """"Think Like A Champion"""" signed book/keychain contest! http://tinyurl.com/pqpfvm""",0.008880884,0.0014686584,0.015896067,0.006770608
2009-07-28 15:50:31,Check out a list of Donald Trump's books for summer reading at the Trump University Blog: http://tinyurl.com/knyswt,0.008918885,0.0009441376,0.015644746,0.0039772694
2009-08-04 13:50:58,Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog: http://tinyurl.com/n5468r,0.00810188,0.00084400177,0.01237757,0.0029228306
2009-08-11 14:50:47,"""""""Think. That’s the first step. Use all your power to utilize and develop that capability"""" --Donald J. Trump http://tinyurl.com/pqpfvm""",0.014808921,0.0020313263,0.03592727,0.0075845607
2009-08-14 14:33:46,Ivanka is now on Twitter - You can follow her @IvankaTrump - Have a terrific weekend!,0.011236899,0.0014591217,0.02343543,0.003866276
2009-08-20 13:43:22,-- Watch Donald Trump's recent appearance on The Late Show with David Letterman: http://tinyurl.com/klts6b,0.010210892,0.0010251999,0.019100413,0.0030338243
2009-08-21 14:32:45,"Watch the Miss Universe competition LIVE from the Bahamas - Sunday, 8/23 @ 9pm (ET) on NBC: http://tinyurl.com/mrzad9",0.009564889,0.0018692017,0.022610499,0.007843546
2009-08-23 21:12:37,Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @ 9pm (EST) on NBC: http://tinyurl.com/mrzad9,0.010970897,0.0023555756,0.028974265,0.00899048
2009-08-29 16:23:56,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out: http://www.nabiscoworld.com/oreo/dsrl/home.aspx,0.008937885,0.0009250641,0.016838523,0.0031818156
2009-09-01 13:55:34,"""- More hysterical DSRL videos featuring Donald Trump and """"Double Trump"""" plus enter Golden Lick Race Sweepstakes: http://tinyurl.com/6asujj""",0.16758773,0.017287504,0.27750343,0.07094744
2009-09-14 15:50:14,Read Donald Trump's Top Ten Tips for Success: http://tinyurl.com/mcn8yl,0.011008898,0.0017261505,0.028856417,0.0053276913
2009-09-29 15:28:23,"""""""A lot of people have imagination, but can't execute--you have to execute with the imagination."""" --Donald J. Trump http://tinyurl.com/pqpfvm""",0.028942931,0.0037193298,0.112540044,0.009767435
2009-10-05 14:37:38,"- Read what Donald Trump has to say about daughter Ivanka's upcoming new book, The Trump Card: http://tinyurl.com/ycsqmda",0.011996903,0.0011253357,0.025674535,0.0038292783
2009-10-14 14:13:17,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA: http://tinyurl.com/yk6hlfo,0.010818896,0.0016212463,0.02779579,0.00899048
2009-10-22 13:57:04,"Hear Donald Trump discuss big gov spending, banks, & taxes on Your World w/Neil Cavuto: http://tinyurl.com/yhnzd7p",0.009640889,0.0013256073,0.02308189,0.004994711
2009-10-27 15:31:48,"""--From Donald Trump: """"Ivanka and Jared’s wedding was spectacular, and they make a beautiful couple. I’m a very proud father.""""""",0.009241886,0.0015354156,0.01646154,0.005956655
2009-11-02 14:57:56,"--Work has begun, ahead of schedule, to build the greatest golf course in history: Trump International – Scotland.",0.008538882,0.0008058548,0.012691722,0.0029598286
2009-11-16 21:06:10,"Donald Trump Partners with TV1 on New Reality Series Entitled, Omarosa's Ultimate Merger: http://tinyurl.com/yk5m3lc",0.013630914,0.0019264221,0.03545588,0.0075105648
2009-11-26 19:55:38,Wishing you and yours a very Happy and Bountiful Thanksgiving!,0.007360875,0.0010108948,0.009738698,0.0025343532
2009-12-03 19:39:09,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat http://bit.ly/sqvQq,0.006942873,0.0009870529,0.010304171,0.0032373124
2009-12-23 17:38:18,"From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let’s think like champions in 2010!",0.009469888,0.0008869171,0.015267765,0.0028118372
2010-01-12 18:05:08,"Celebrity Apprentice returns to NBC, Sunday, 3/14, 9-11PM ET/PT. Outstanding list of celebrities & season should be the best one yet!",0.006819372,0.00052690506,0.0068799187,0.001294925
2010-01-15 16:28:02,Trump Tycoon App for iPhone & iPod Touch - It's $2.99 but the advice is priceless! http://bit.ly/UGUF0,0.0096028885,0.0010251999,0.015833238,0.0029043318
2010-01-21 16:58:43,"""from Donald Trump: """"I saw Lady Gaga last night and she was fantastic!""""""",0.020901557,0.0035476685,0.055521555,0.012061302
2010-01-22 20:51:00,"Golf Channel & Donald Trump's World of Golf host a Celebrity Match 1/25 @ TNGC LA, CA - Mark Wahlberg vs. Kevin Dillon http://bit.ly/4MubN6",0.007797878,0.0012779236,0.014576632,0.0044767405
2010-02-07 16:54:42,"Superbowl Sunday is a great American tradition. The Colts and Saints are already champions, but may the best team win!",0.00808288,0.00069618225,0.011812098,0.0030338243
2010-02-10 15:17:56,Donald Trump appearing today on CNN International’s ‘Connect the World’ as ‘Connector of the Day’. Submit questions: http://bit.ly/bPiP7T,0.00979289,0.0010871887,0.019226074,0.004180758
2010-02-11 19:57:36,Donald Trump appeared on the final episode of The Jay Leno Show to deliver a very special message: http://bit.ly/cv1En7,0.0129089095,0.0013637543,0.029092113,0.0051427023
2010-02-26 21:18:26,"From Donald Trump: “I’m so proud of my wife Melania and the launch of her new jewelry line, to debut on QVC on April 30th at 9 p.m.”",0.0069238725,0.00062942505,0.008544922,0.001951637
2010-03-05 14:51:32,From Donald Trump: Andrea Bocelli @ Mar-a-Lago - Many say best night of entertainment in long history of Palm Beach http://bit.ly/2fNgOz,0.008633883,0.0012111664,0.017215505,0.0037182847
2010-03-12 20:30:52,"The Celebrity Apprentice has a two-hour premiere this Sunday, March 14th, at 9 p.m. on NBC. This will be the best season yet, see you then!",0.0069143726,0.0007390976,0.008670582,0.0018591423
2010-03-15 18:21:52,The new season of the Celebrity Apprentice is off to a great start-- last night it swept the 10 p.m. hour in every key demographic.,0.007854878,0.00064373016,0.011309455,0.0019701358
2010-03-17 15:14:13,Olympic Gold  Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.,0.01648093,0.0031280518,0.041172907,0.0103594
2010-03-18 18:17:47,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.,0.0073988754,0.00072956085,0.011120965,0.0025713511
2010-03-19 14:08:33,Last week's episode of the Celebrity Apprentice set the stage for a great new season. Tune in this Sunday on NBC for even more excitement.,0.0077408776,0.0007867813,0.011183795,0.0019701358
2010-03-23 16:26:23,"The Trump Hotel Collection is currently nominated for Conde Nast Traveler Readers Choice Awards, Travel & Leisure and World Travel Awards.",0.012452906,0.00056505203,0.019226074,0.002885833
2010-03-24 17:13:37,The original Apprentice is coming back--do you have what it takes to be the next Apprentice? For casting details: http://tinyurl.com/yly2c8u,0.009089886,0.0013828278,0.021549871,0.00449524
2010-03-29 19:31:25,"The NYC casting call for The Apprentice is thisThursday, April 1 at Trump Tower. For all the information you need, go to NBC.com/casting.",0.0075698765,0.0007581711,0.011749268,0.002552852
2010-03-31 13:41:15,Don't forget the open call at Trump Tower tomorrow for The Apprentice. I look forward to seeing you there.,0.010742896,0.00089645386,0.019100413,0.0021551251
2010-04-01 18:51:10,"Today's open call drew thousands of  eager applicants. It was an impressive group,  I enjoyed meeting them. We've got some great candidates!",0.0075128763,0.0008392334,0.010115679,0.0027933381
2010-04-06 13:33:50,"Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park, it was fantastic. Stay tuned for Part 2..",0.008557882,0.0012016296,0.015267765,0.0032928092
2010-04-06 14:34:20,"Then we attended the Scottish fashion show that benefits veterans, Dressed to Kilt 2010, which I co-hosted with Sir Sean and Lady Connery.",0.0115029,0.002231598,0.034277402,0.006622616
2010-04-06 18:08:19,"My bestselling book from last April, Think Like a Champion, is now available in paperback. It's inspiring, entertaining, and a great read.",0.0069143726,0.00084400177,0.009110395,0.00258985
2010-04-07 19:23:18,Trump SoHo opens this Friday and it is fantastic! Check out the Trump Hotel Collection...http://www.trump.com/,0.008709883,0.00084877014,0.012754552,0.002885833
2010-04-09 16:36:36,This is a terrific day for downtown New York. Trump SoHo is unlike anything else. Be sure to visit this fantastic hotel soon!,0.010552894,0.0008535385,0.017969469,0.003144818
2010-04-12 17:37:43,"""The premiere of """"Donald J. Trump's Fabulous World of Golf"""" is tomorrow night at 9 p.m.ET on Golf Channel. Tune in for a great adventure!""",0.012946909,0.0022792816,0.028385026,0.00828752
2010-04-13 13:49:15,Looking forward to seeing the World Champion Yankees today on opening day!,0.010894896,0.0017929077,0.026617315,0.007843546
2010-04-14 20:49:24,"""""""Before Kids Can Go Places, They Need a Place To Go"""" -- the motto of The Police Athletic League, an organization I'm  very proud to support""",0.012034904,0.0011825562,0.023906821,0.007288578
2010-04-16 15:55:06,"On Sunday, Jerome Bettis 'the bus' from the Pittsburgh Steelers will play at Trump Int'l Golf Club/Palm Beach against Julius Erving 'Dr J'",0.014428918,0.000910759,0.026735162,0.00258985
2010-04-20 20:12:33,Tune in to The Marriage Ref onThursday night at 10 p.m. on NBC--I'm on the panel of experts along with Gloria Estefan & Adam Carolla.,0.0073988754,0.00064373016,0.009927189,0.0025158543
2010-04-21 14:43:32,Melania and I saw American Idiot on Broadway last night and it was great. An amazing  theatrical experience!,0.38406035,0.010528564,0.36867723,0.04048799
2010-04-22 14:31:53,Melania and I will be appearing on The View tomorrow at 11 a.m. on CBS. Tune in for some great fun!,0.009868891,0.0014305115,0.02048268,0.004162259
2010-04-23 15:22:08,"To put on your calendar for May: Miss USA 2010, live from Las Vegas on May 16th, 7 p.m. ET on NBC. I'll be there--tune in for a great show!",0.007341875,0.0008058548,0.010304171,0.0024233595
2010-04-26 13:58:13,Our thoughts and prayers remain with Bret Michaels and his family and for his speedy recovery.,0.006021367,0.00054359436,0.0051835002,0.0014984132
2010-04-28 14:13:32,"Melania and I will be appearing on Larry King Live tonight, 9 p.m. on CNN. Be sure to tune in for some great conversation!",0.009070885,0.0011634827,0.01646154,0.0031818156
2010-04-29 15:22:03,Melania will be on QVC tomorrow night at 9 p.m. ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection.,0.0070568733,0.00071048737,0.008356431,0.0023586133
2010-04-30 15:53:32,Be sure to look for my beautiful wife Melania Trump tonight on QVC at 9 pm ET where she will be debuting her fantastic jewelry collection.,0.010020891,0.0011062622,0.0201057,0.0030523231
2010-05-03 16:35:23,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET,  hosted by Curtis Stone and Natalie Morales.",0.0074368757,0.00074386597,0.009738698,0.0025158543
2010-05-03 16:38:31,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls...,0.02193286,0.0016880035,0.049584184,0.01191331
2010-05-03 16:43:27,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!,0.025026767,0.0009202957,0.0466155,0.0034777985
2010-05-05 19:57:24,We're all very happy to hear of Bret Michael's progress and send our best wishes for his full recovery.,0.006705371,0.00064373016,0.007822373,0.0016649036
2010-05-13 21:53:45,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone & Natalie Morales live from Las Vegas.",0.0070853736,0.000705719,0.008419261,0.0025158543
2010-05-17 16:48:39,"Congratulations to our new Miss USA,  the beautiful Rima Fakih.  Rima will represent us well at Miss Universe and be a wonderful Miss USA .",0.0075508766,0.0011920929,0.012691722,0.004920715
2010-05-19 16:58:56,Put  this on your calendar: The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC. Who will be the next Celebrity Apprentice?,0.007607877,0.00074386597,0.011874928,0.0021643746
2010-05-20 14:33:59,"Check out Ivanka's new FaceBook page and keep up with what's happening--from The Celebrity Apprentice, to jewlery to free tickets and more..",0.014808921,0.00078201294,0.026735162,0.0021828737
2010-05-20 16:22:40,The latest update on Bret Michaels is that he's making every effort to attend the live finale of Celebrity Apprentice on Sunday--so tune in!,0.0084818825,0.00082969666,0.012063419,0.0023493639
2010-05-21 13:54:57,Who's your pick--@bretmichaels or @hollyrpeete ? Vote now on Ivanka's new Facebook page! http://ow.ly/1NfMt,0.010400894,0.0013160706,0.022374803,0.0037367835
2010-05-24 15:03:21,"Congratulations to Bret Michaels, the new Celebrity Apprentice. Bret's a true champion, all of us were happy to see him and to see him win!",0.006648371,0.00069618225,0.00713124,0.0016834025
2010-05-25 13:16:32,Ivanka caught up with Bret and Holly backstage. Both Bret and Holly were champions all the way.   http://bit.ly/ckmKKU,0.02103047,0.0037193298,0.07845957,0.016058605
2010-05-25 15:31:07,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time. It was a terrific season -- congrats to everyone!,0.007189874,0.0007390976,0.008796243,0.0017019014
2010-05-26 13:51:37,"Scotland is beautiful. I spent several years looking for the right place, visiting over 200 sites, and this is absolutely the right place!",0.0086718835,0.0016498566,0.017843807,0.0074365693
2010-05-26 19:59:58,"The North Coast of Scotland is spectacular--the sea, the sand dunes, the rolling bluffs--we walked the course and it is fantastic.",0.0094128875,0.0014209747,0.019854378,0.0075105648
2010-05-27 17:24:31,"The Dunes here are amazing, and  they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip",0.009374888,0.0018882751,0.021903414,0.005438685
2010-05-28 16:24:40,"Wishing everyone a Happy Memorial Day Weekend, with a special thought for all the veterans who have done so much for our freedom.",0.0066008708,0.00077724457,0.008796243,0.0027378413
2010-06-02 20:37:49,I'll be turning the table on Larry King this Saturday night.  I'll be interviewing him in honor of the 25th Anniversary of his show.,0.008462882,0.0008869171,0.012880214,0.0026823445
2010-06-04 14:22:41,Checking out the course at TNGC Westchester and it is fantastic. Should be a great season. http://www.trumpnationalwestchester.com/,0.0068003717,0.0007534027,0.008105109,0.0020996283
2010-06-04 18:08:49,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest. http://larrykinglive.blogs.cnn.com/",0.00817788,0.0011968613,0.014011159,0.0037922803
2010-06-05 23:33:42,Tonight I trade places with Larry King @kingsthings and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.,0.010552894,0.0017356873,0.02107848,0.0060676485
2010-06-08 18:55:19,I am honored to be chosen by Gray Line for their NY Ride of Fame Campaign. Today we had the ribbon cutting ceremony in front of Trump Tower.,0.017012933,0.0014591217,0.03734144,0.004384246
2010-06-09 13:03:30,Check out Gray Line's site for the Donald Trump Ride of Fame... http://www.newyorksightseeing.com/,0.0113889,0.0009822845,0.02072494,0.0039772694
2010-06-09 13:46:06,"Rima Fakih, our beautiful Miss USA, rode with me on the Gray Line Ride of Fame yesterday...  http://www.missuniverse.com/missusa",0.020385906,0.0043296814,0.09033044,0.028628819
2010-06-10 16:10:39,WSJ covers Ride of Fame http://online.wsj.com/article/SB10001424052748704575304575297082506166258.html?mod=WSJ_NY_RealEstate_MIDDLE_LSMini,0.015188923,0.0031471252,0.039935954,0.008435511
2010-06-15 13:49:20,"Had a fantastic dinner last night at Quattro, in the Trump SoHo Hotel. It's already one of the hottest new restaurants in the city.",0.0088618845,0.0008392334,0.01633588,0.0023401144
2010-06-15 13:51:53,And Trump SoHo New York is one of the hottest new hotels anywhere.... http://www.trump.com/Hotel_Collection/Trump_SoHo/Trump_SoHo.asp,0.011008898,0.0011587143,0.02249265,0.002830336
2010-06-17 14:36:38,"""Tune in tonight at 9 pm on TV One for """"The Ultimate Merger"""" starring the one and only Omarosa and twelve brave bachelors ...""",0.0116169015,0.0018119812,0.022846194,0.008250522
2010-06-17 14:38:36,The Ultimate Merger:  http://www.nydailynews.com/entertainment/tv/2010/06/17/2010-06-17_omarosa_is_back_and_this_time_its_personal.html,0.01929015,0.0051498413,0.09351514,0.025605056
2010-06-21 13:18:36,Tonight be sure to watch Melania and Ivanka on Larry King Live for a Celebrity Relief Telethon  http://larrykinglive.blogs.cnn.com/,0.013478912,0.002937317,0.04166769,0.010803374
2010-06-21 15:18:47,"For more information on tonight's two hour telethon, 8 to 10 p.m.:  http://twitter.com/kingsthings",0.018774498,0.0047302246,0.08637348,0.025605056
2010-06-22 16:09:28,Great job on the Larry King Live Gulf Telethon last night--$1.3 million was raised in 2 hours.,0.0065913703,0.00054836273,0.0062202006,0.0009943173
2010-06-24 18:44:46,"The Eric Trump Foundation has raised over $1,000,000 towards St. Jude Children's Research Hospital.  http://twitter.com/EricTrumpFdn",0.010096892,0.0018405914,0.02543884,0.007917541
2010-06-28 14:22:11,"""""""Trading Shots with Donald Trump""""--a great article in the Wall Street Journalhttp://bit.ly/c9eZbq""",0.016708933,0.0030136108,0.056263726,0.009619443
2010-07-01 14:11:25,Work is expected to begin today on my golf course in Scotland. It will be spectacular! http://bit.ly/blp1Tq,0.0081208795,0.0016784668,0.017843807,0.0053276913
2010-07-02 13:41:07,Wishing everyone a wonderful Independence Day weekend. We have a lot to be thankful for.,0.008234881,0.0009727478,0.015581916,0.00449524
2010-07-02 15:27:17,"Due to popular demand, CNN will re-broadcast  the Larry King Live show I hosted in June, in which I interview Larry. Monday July 5, 9 pm CNN",0.00806388,0.00096321106,0.0126288915,0.0042917514
2010-07-06 14:52:14,The new edition of The Apprentice will be on Thursdays this fall at 10 pm ET---I'm putting people back to work!,0.008272881,0.00071048737,0.013131535,0.0022291208
2010-07-14 16:28:28,George Steinbrenner was a great friend and a true legend. There will never be anyone like him in New York. We've lost a truly great man.,0.021352753,0.0016307831,0.057005897,0.014852738
2010-07-19 20:29:52,Visited some very beautiful golf courses this weekend...this is one...http://www.trump.com/Golf_Clubs/Hudson_Valley/Hudson_Valley.asp,0.006676871,0.0007247925,0.0074768066,0.0019053896
2010-07-19 20:36:04,and here's another....http://www.trump.com/Golf_Clubs/Colts_Neck/Colts_Neck.asp,0.01302291,0.0011253357,0.024849601,0.0024788564
2010-07-19 21:03:25,and yet another ...all of them are spectacular.  http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,0.013972916,0.0012969971,0.025556687,0.0035702933
2010-07-20 15:10:28,"I'm proud to accept the 2010 HollyRod Foundation Humanitarian Award from Holly Robinson Peete, who raised $700,000 on Celebrity Apprentice",0.0074178753,0.00092983246,0.010429831,0.002848835
2010-07-29 21:03:44,Could this be my newest apprentice? http://www.youtube.com/user/MattressSerta ...Enter the contest .. .http://www.facebook.com/sertamattress,0.012946909,0.0033950806,0.04686289,0.010507392
2010-07-29 21:07:57,I'm helping the Serta Counting Sheep get back to work. Enter the contest http://www.facebook.com/sertamattress and win a trip to Las Vegas..,0.029163294,0.0019931793,0.067380086,0.008842488
2010-07-29 21:13:03,and stay at  the fantastic Trump International Hotel Las Vegas ...http://www.trump.com/Hotel_Collection/Trump_Las_Vegas/Trump_Las_Vegas.asp,0.008690883,0.0007390976,0.01218908,0.0024973555
2010-07-30 15:41:45,Enter the contest....http://www.facebook.com/sertamattress...and stay at Trump International Hotel Las Vegas,0.008614883,0.00096321106,0.015958898,0.0030338243
2010-08-04 14:15:22,"The Miss Universe Pageant will be on August 23 (9-11 p.m. on NBC, ET) with Bret Michaels and Natalie Morales to co-host, live from Las Vegas",0.0074368757,0.0009059906,0.010618322,0.0035517942
2010-08-04 14:19:20,"Performing live on the Miss Universe Pageant from the Mandalay Bay Resort & Casino will be Telemundo, Orianthi, John Legend and The Roots.",0.007797878,0.0006723404,0.009990019,0.0021551251
2010-08-09 13:38:04,Mark your calenders for August 23rd:  http://www.missuniverse.com/,0.010552894,0.0023651123,0.030859824,0.00847251
2010-08-12 14:46:08,Eric's Sept. 14th event will be held at Trump National Golf Club Westchester. http://www.trump.com/Golf_Clubs/Westchester/Westchester.asp,0.0073988754,0.00076293945,0.009864358,0.0022198714
2010-08-12 20:35:41,Check out the last webisode in our 3 part series featuring me with Serta. Which one was your favorite?  www.youtube.com/user/mattressserta,0.010476895,0.0019741058,0.026735162,0.00725158
2010-08-12 20:46:14,Check out the last webisode www.youtube.com/user/mattressserta in our 3 part series featuring me with Serta. Which one was your favorite?,0.009165886,0.0014400482,0.02107848,0.0045137387
2010-08-12 20:49:03,Friday is the last day to enter the Counting Sheep for Hire contest. Click here www.youtube.com/user/mattressserta and you could win a trip,0.014504919,0.0018501282,0.039935954,0.0047357255
2010-08-12 20:52:45,That trip would be to the Trump International Hotel Las Vegas...http://www.trump.com/Hotel_Collection/Trump_Las_Vegas/Trump_Las_Vegas.asp,0.007930879,0.0007915497,0.011812098,0.0030338243
2010-08-12 20:55:12,So don't forget to enter the Serta Counting Sheep for Hire contest!  www.youtube.com/user/mattressserta,0.01819439,0.0015735626,0.040183347,0.0037552824
2010-08-19 18:35:42,The original Apprentice returns with a two hour premiere on Thursday September 16th. Looking forward to a fantastic season!,0.0065818704,0.0006389618,0.0071626552,0.0016371552
2010-08-19 19:15:36,Four more days until the Miss Universe Pageant. Be sure to tune in on Monday night at 9 p.m. on NBC--it will be an amazing show.,0.0086718835,0.00093460083,0.014765122,0.0030338243
2010-08-23 13:55:10,It's going to get hotter in Las Vegas tonight! Watch the Miss Universe Pageant tonight on NBC at 9 p.m. I'm looking forward to being there!,0.011768902,0.002298355,0.04760506,0.004643231
2010-08-24 14:07:12,"Congratulations to Miss Mexico, Jimena Navarrete, our new Miss Universe 2010, and congratulations to everyone for a fantastic show.",0.007009373,0.00082969666,0.010681152,0.005253696
2010-08-26 20:42:57,The Miss Universe Pageant raked in some great ratings!  A great job by everyone.,0.017549826,0.0011110306,0.034041706,0.004439743
