tweet_id,date,text,,identity_attack,toxicity,severe_toxicity,threat,profanity,insult
,2012-11-06 16:13:00,Pennsylvania: Polls close at 8pm ET and you can vote as long as you're in line before then. Spread the word.,,0.002552852,0.01225191,0.000667572,0.006874025,0.010689554,0.008044879
,2012-11-06 16:14:00,President Obama recorded an Election Day message for you:,,0.006474625,0.029917045,0.0014781952,0.008531082,0.016001316,0.0118069025
,2012-11-06 16:26:00,Let your friends know you had the President's back today:,,0.003089321,0.034513097,0.0011825562,0.007262398,0.01265371,0.015644927
,2012-11-06 16:31:00,Help get out the vote: Grab your phone and call voters right now. pic.twitter.com/whWGPi8R,,0.003903274,0.022610499,0.0013256073,0.00933372,0.013473531,0.009507888
,2012-11-06 16:35:00,New Mexico & Colorado RT this: Polls close at 7pm MT and you can vote as long as you're in line by then.,,0.0070665907,0.017969469,0.00092983246,0.007365964,0.0127561875,0.008576883
,2012-11-06 16:46:00,Wisconsin & Minnesota: Polls close at 8pm CT. Spread the word: You can vote as long as you're in line before then.,,0.00224762,0.011120965,0.00059366226,0.006602164,0.010125926,0.007797878
,2012-11-06 17:17:00,Step 1: Pick up your phone. Step 2: Call voters in key states. Step 3: Help win this election. pic.twitter.com/e4EEio8y,,0.0026823445,0.012817383,0.00096797943,0.007365964,0.0113385795,0.0077028773
,2012-11-06 17:20:00,Reminder: If you're waiting to vote in Florida ! As long as you were in line when polls closed you can still vote.,,0.0032743104,0.02035702,0.00071525574,0.0067834044,0.010552917,0.011160898
,2012-11-06 17:45:00,Iowa spread the word: Your polls close at 9pm CT and you can vote as long as you're in line by then.,,0.00207188,0.012691722,0.000603199,0.0064079775,0.010143006,0.008804884
,2012-11-06 18:05:00,Last chance to help win this election: Pick up your phone and call voters in key states.,,0.0022661188,0.015707577,0.0007534027,0.0071717775,0.00995513,0.008728883
,2012-11-06 18:15:00,Nevada pass it on: Polls close at 7pm PT. You can vote as long as you're in line before then.,,0.0021643746,0.009927189,0.0005865097,0.0066215824,0.010143006,0.007360875
,2012-11-06 20:14:00,This happened because of you. Thank you.,,0.003644289,0.062236045,0.0023651123,0.008362788,0.017231047,0.023479814
,2012-11-06 20:15:00,We're all in this together. That's how we campaigned and that's who we are. Thank you. -bo,,0.004920715,0.012880214,0.0011968613,0.0086087575,0.014771583,0.008253881
,2012-11-06 20:16:00,Four more years.pic.twitter.com/bAJE6Vom,,0.005105704,0.024967449,0.002746582,0.009799767,0.018734055,0.009906891
,2012-11-07 13:33:00,Thank you.,,0.0021181274,0.007853788,0.00089645386,0.007068211,0.012346277,0.006819372
,2012-11-07 15:21:00,"President Obama in his victory speech last night: ""For the United States of America the best is yet to come.""",,0.004125261,0.01633588,0.00096321106,0.0074824756,0.012482914,0.008880884
,2012-11-08 16:02:00,The definition of hope is you still believe even when it's hard.pic.twitter.com/BJCKP2aT,,0.004920715,0.02343543,0.0012779236,0.007935578,0.01442999,0.0103248935
,2012-11-08 16:39:00,The President made a surprise visit to campaign HQ yesterday to thank staff & volunteers. Here's what he said.,,0.002173624,0.011058134,0.0007343292,0.006835188,0.010928668,0.0077028773
,2012-11-09 08:23:00,What Bobby Kennedy called the ripples of hope that come out when you throw a stone in a lake—that's going to be you.,,0.003644289,0.20172562,0.0045776367,0.035113025,0.018802373,0.1087965
,2012-11-11 11:51:00,We must commit—this day and every day—to serving you as well as you've served us. —President Obama to veterans today:,,0.0045692353,0.03781283,0.0015354156,0.008712323,0.012277958,0.01767874
,2012-11-13 12:24:00,I’m committed to solving our fiscal challenges. But I refuse to accept any approach that isn’t balanced.,,0.0017573982,0.013885498,0.00053167343,0.006168481,0.009852652,0.0088618845
,2012-11-13 13:36:00,Some of our favorite photos from election night:,,0.0055866763,0.029563503,0.0018882751,0.009023022,0.01805087,0.0113509
,2012-11-13 15:34:00,Watch the President lay out his strategy to stop taxes from going up on 98% of Americans & reduce our nation's deficit:,,0.0033298072,0.022610499,0.00084400177,0.007301235,0.010245483,0.0113889
,2012-11-14 08:52:00,What the American people are looking for is cooperation... Most of all they want action.,,0.010729378,0.025085296,0.0009870529,0.0069905366,0.012482914,0.010780896
,2012-11-14 10:32:00,Watch live: President Obama holds a news conference at the White House.,,0.007288578,0.026145924,0.0017547607,0.009799767,0.017299367,0.0103248935
,2012-11-14 10:38:00,Right now our economy is still recovering from a very deep and damaging crisis. —President Obama,,0.0048837173,0.036162965,0.0010633469,0.0074824756,0.013029462,0.015872927
,2012-11-14 10:38:00,Our top priority has to be jobs and growth. We've got to build on the progress we've made. —President Obama,,0.005660672,0.017466826,0.0011539459,0.008168601,0.013405213,0.008804884
,2012-11-14 10:38:00,This country succeeds on a growing thriving middle class. —President Obama,,0.010137413,0.028974265,0.0013542175,0.007081157,0.013576009,0.012338906
,2012-11-14 10:39:00,We should not hold the middle class hostage while we debate tax cuts for the wealthy. —President Obama,,0.022188433,0.055274166,0.0015449524,0.0091524795,0.011902207,0.017807651
,2012-11-14 10:39:00,We should at least do what we agree on and that's to keep middle class taxes low. —President Obama,,0.009286462,0.026499467,0.0010347366,0.00713294,0.0103821205,0.011540901
,2012-11-14 10:45:00,There’s only one way to solve these challenges: together.,,0.0036627878,0.015770407,0.0011730194,0.008634649,0.012243799,0.0075698765
,2012-11-14 10:50:00,We cannot afford to extend the Bush tax cuts for the wealthy. What we can do is make sure that middle class taxes don’t go up.,,0.007547563,0.029799197,0.0008201599,0.0065180166,0.010809111,0.013668913
,2012-11-14 11:08:00,I've got a mandate to help middle-class families and families that are working hard to get into the middle class. —President Obama,,0.010211408,0.02449606,0.0012016296,0.0075083673,0.012926984,0.010400894
,2012-11-14 12:44:00,Let's get to work.,,0.0030523231,0.016210219,0.0011014938,0.0077802283,0.012995303,0.008329881
,2012-11-15 09:30:00,I’ve got a mandate to help middle-class families. —President Obama at his news conference yesterday:,,0.0056236745,0.015267765,0.0007867813,0.0069387536,0.011048226,0.008557882
,2012-11-15 10:57:00,Supporters around the country have been sharing their favorite campaign memories and what President Obama's re-election means to them.,,0.0031263188,0.011874928,0.00058174133,0.006550381,0.010621235,0.00817788
,2012-11-15 10:58:00,“I voted for you because you reminded me to be determined enough to see my ambitions through.”—Michael Ohio,,0.001655654,0.009927189,0.00042915344,0.0059969495,0.009476901,0.008234881
,2012-11-15 11:01:00,“Standing in the rain for 6 hours so my 3-year-old could see the President with his own eyes.”—Alicia Iowapic.twitter.com/LeWu6wyt,,0.0027008436,0.04240986,0.0015640259,0.0103175985,0.011048226,0.016708933
,2012-11-15 11:05:00,“Around 1:30am I woke up looked at the results and had the biggest smile. I yelled ‘Woohoo!’ and was so thankful.”—Lauri WI,,0.0027933381,0.012063419,0.0010442734,0.0076507707,0.012722028,0.007816878
,2012-11-15 11:07:00,“My favorite memory was bringing my son to man the phones with me at the Royal Oak MI campaign office.”pic.twitter.com/9tnqZ95v,,0.0023586133,0.012440401,0.00084877014,0.006977591,0.01128734,0.008006879
,2012-11-15 11:11:00,“I called a woman in WI with the online tool learned that she had just voted for Barack and we shared a big ‘Hallelujah!’”—Creighton CA,,0.008398513,0.034748793,0.0014877319,0.007547205,0.013610168,0.014504919
,2012-11-15 11:21:00,“My favorite moment: Traveling to Florida from California to get out the vote. We did it!” —Catherine CApic.twitter.com/smWykN9g,,0.004088263,0.01834645,0.0010061264,0.00780612,0.011014067,0.009184887
,2012-11-15 11:22:00,Share what President Obama’s re-election means to you with a story or photo:,,0.00362579,0.020960633,0.0009059906,0.007935578,0.011936366,0.00975489
,2012-11-15 14:43:00,Watch President Obama discuss his plans for the next four years—and his mandate to help the middle class:,,0.00725158,0.023788974,0.0009536743,0.0074306927,0.012243799,0.011008898
,2012-11-16 09:25:00,Millions of supporters and volunteers powered this campaign—tell your story:,,0.0026083488,0.011623607,0.00074386597,0.0072753434,0.010467518,0.007360875
,2012-11-16 13:22:00,What folks are looking for—and I think all of us agree on this—is action.,,0.0032003147,0.014073989,0.0010347366,0.007754337,0.012141321,0.0077598775
,2012-11-17 11:36:00,"President Obama: ""Let’s begin our work by doing what we all agree on. Let’s keep taxes low for the middle class.""",,0.006992595,0.021549871,0.0007390976,0.006492125,0.00993805,0.010932897
,2012-11-17 15:44:00,President Obama on why Congress should act now to extend middle-class tax cuts:,,0.009693438,0.026617315,0.0010919571,0.0075083673,0.012926984,0.010856897
,2012-11-18 16:33:00,That’s the message I heard loud and clear in the election: Work as hard as you can to make our lives better.,,0.0020626306,0.013697007,0.00062942505,0.0064468146,0.010279642,0.008899884
,2012-11-19 09:04:00,This movement has always belonged to you. Take a few minutes to help shape its future:,,0.005771666,0.03592727,0.0014877319,0.008789998,0.01490822,0.015568925
,2012-11-20 06:22:00,Happy birthday Mr. Vice President.pic.twitter.com/C4SU7gvs,,0.0031263188,0.01438814,0.0012874603,0.0074565844,0.013576009,0.00817788
,2012-11-20 09:04:00,Take a few minutes to weigh in on the future of this organization:,,0.0048097214,0.024967449,0.0014305115,0.009048914,0.016137952,0.010894896
,2012-11-21 07:23:00,Make sure your friends know about the President's plan to keep taxes low for the middle class and reduce the deficit:,,0.0041067624,0.020607091,0.0006198883,0.006304411,0.0098868115,0.011236899
,2012-11-21 12:18:00,The President's plan to keep your taxes low and reduce the deficit in a balanced way in 3 steps:,,0.001572409,0.011372286,0.00047922134,0.006110225,0.009681856,0.008405882
,2012-11-21 13:07:00,Once again Nate Silver completely nailed it. —President Obama on the vote to pardon this year's Thanksgiving turkey:,,0.0102854045,0.10609736,0.0021266937,0.008492245,0.02023706,0.04032305
,2012-11-21 17:56:00,We give thanks—not only for the people we love but for the spirit that sees us through the toughest times.,,0.002830336,0.009613037,0.00064849854,0.00666042,0.011611853,0.0067528714
,2012-11-22 06:42:00,From this family to yours happy Thanksgiving.pic.twitter.com/OPGyjTF8,,0.0047357255,0.015204934,0.0017356873,0.008634649,0.015728042,0.008253881
,2012-11-22 15:44:00,President Obama wishes you a happy Thanksgiving:,,0.0066596144,0.024967449,0.0017642975,0.008181547,0.016957775,0.010970897
,2012-11-24 08:10:00,President Obama is working with leaders of both parties to reduce the deficit in a balanced way. Get the facts:,,0.0022198714,0.011937759,0.0005555153,0.0065115434,0.010330882,0.0077598775
,2012-11-24 11:59:00,2.2 million volunteers nearly 1.8 million voters registered and more on this campaign by the numbers:,,0.0030153254,0.010555492,0.00081539154,0.0070164283,0.0113215,0.0070473733
,2012-11-26 09:48:00,A look at why our economy can't afford tax hikes on the middle class and small businesses:,,0.0037552824,0.012440401,0.00058174133,0.006246155,0.009647697,0.007987879
,2012-11-26 12:37:00,Every American family's taxes will automatically go up if Congress fails to act before the end of the year:,,0.0039402717,0.019980038,0.00066280365,0.006835188,0.010330882,0.010058892
,2012-11-27 09:36:00,From the archives: Sasha and her first mate.pic.twitter.com/ySwwx5Zp,,0.006474625,0.027324399,0.0019836426,0.009929225,0.019485557,0.010590895
,2012-11-27 11:10:00,New in the campaign store: a limited-edition victory magnet.,,0.002885833,0.01237757,0.0009012222,0.007961469,0.012380436,0.007968879
,2012-11-27 13:48:00,If you’re wondering why Congress needs to take action now to keep middle-class taxes low meet the McLaughlins:,,0.005105704,0.030270588,0.0007200241,0.0062526283,0.010962827,0.018129934
,2012-11-28 08:10:00,President Obama kept his promise to cut taxes for millions of families in his first term. See why the fight isn’t over:,,0.003144818,0.016964182,0.00064373016,0.006912862,0.010040528,0.009374888
,2012-11-28 08:58:00,Watch live: President Obama speaks on the need to extend tax cuts for the middle class.,,0.0073255757,0.024849601,0.001168251,0.008065036,0.012926984,0.010552894
,2012-11-28 09:02:00,"President Obama: Deadlines on taxes and deficits are ""coming up very soon in the coming weeks.""",,0.0025343532,0.011309455,0.00064849854,0.0064532873,0.010177165,0.007778878
,2012-11-28 09:03:00,This debate is not just about numbers. It's a set of major decisions that are going to affect millions of families. —President Obama,,0.004994711,0.020607091,0.0009822845,0.008556974,0.0128245065,0.008842885
,2012-11-28 09:03:00,The voices of the American people have to be a part of this debate. —President Obama,,0.00673361,0.017718147,0.00094890594,0.007935578,0.012312118,0.008443882
,2012-11-28 09:05:00,Our ultimate goal is an agreement that gets our long-term deficit under control in a way that is fair and balanced. —President Obama,,0.0029783275,0.012943043,0.00069618225,0.006925808,0.011116544,0.007949878
,2012-11-28 09:06:00,A typical middle-class family of four will see its income taxes go up by $2200. —President Obama,,0.004994711,0.021196328,0.0006198883,0.005958112,0.009767254,0.011160898
,2012-11-28 09:06:00,If Congress does nothing every family in America will see their taxes automatically go up at the beginning of next year.,,0.003144818,0.015896067,0.00054836273,0.0063238298,0.010296722,0.009545889
,2012-11-28 09:08:00,Right now Congress can pass a law that would prevent a tax hike on the first $250000 of everybody's income. —President Obama,,0.0024048607,0.009801528,0.0006341934,0.006699257,0.010074687,0.007123374
,2012-11-28 09:09:00,That means 98% of Americans and 97% of small businesses wouldn't see their taxes go up by a single dime.,,0.0032743104,0.010995304,0.00048398972,0.0059775305,0.010245483,0.007778878
,2012-11-28 09:10:00,When the American people speak loud enough Congress listens. —President Obama,,0.008435511,0.040925518,0.0011253357,0.0074565844,0.012312118,0.017936565
,2012-11-28 09:11:00,I'm asking Americans to make your voice heard. Tell members of Congress what a $2000 tax hike would mean to you.,,0.004347248,0.019728716,0.0007247925,0.0069516995,0.010450439,0.010286893
,2012-11-28 09:13:00,Call your members of Congress. Write them an email. Tweet it using the hashtag . —President Obama,,0.0093974555,0.040430736,0.0018310547,0.01187109,0.018255826,0.014352918
,2012-11-28 12:20:00,Most families could save up to $2200 if Congress extends middle class tax cuts. Use to share what that would mean for you.,,0.0025713511,0.01646154,0.00057935715,0.0061231707,0.010450439,0.010932897
,2012-11-28 16:00:00,Congress needs to act now so taxes don’t go up for millions of Americans. What would $2200 help your family do?,,0.0035887922,0.017341165,0.00069618225,0.0063108844,0.010125926,0.010590895
,2012-11-29 07:41:00,The typical family could see its income taxes go up $2200 if Congress doesn't act. What does mean to you?,,0.0019238886,0.013257195,0.00046253204,0.0059128017,0.010023449,0.009507888
,2012-11-29 13:03:00,More than 1 million supporters took our survey last week. Some initial results:,,0.003348306,0.011120965,0.00084877014,0.007068211,0.012004685,0.0072088744
,2012-11-29 14:56:00,Watch the story of one Iowa family that’s better off because of President Obama’s middle-class tax breaks:,,0.004994711,0.022139108,0.00062942505,0.0060778605,0.009903891,0.01306091
,2012-11-30 08:50:00,Last call: Get this limited-edition magnet for 40% off today with the coupon code VICTORY. pic.twitter.com/rpELdOJl,,0.0031818156,0.014450971,0.0011873245,0.008129764,0.015044857,0.007645877
,2012-11-30 09:03:00,President Obama is speaking at the Rodon Group Manufacturing Facility in Pennsylvania. Watch live:,,0.0058826595,0.020960633,0.0014305115,0.008764107,0.014771583,0.009545889
,2012-11-30 09:04:00,I believe America only thrives when we have a strong and growing middle class. —President Obama,,0.084182754,0.15213956,0.004119873,0.008362788,0.020510335,0.04032305
,2012-11-30 09:06:00,I want to reward manufacturers like this one & small businesses that create jobs here in the United States not overseas. —President Obama,,0.005401687,0.01822079,0.0008583069,0.0071847234,0.011560614,0.008766884
,2012-11-30 09:08:00,I believe both parties can and will come together in the coming weeks to get that done.,,0.0026083488,0.009864358,0.00084877014,0.007521313,0.01174849,0.0069048726
,2012-11-30 09:08:00,Our long-term goal is to get our long-term deficit under control in a way that is balanced and fair. —President Obama,,0.0035702933,0.0154562555,0.00081062317,0.007029374,0.011646013,0.0086718835
,2012-11-30 09:10:00,At the end of the year middle class tax cuts that are currently in place are set to expire. —President Obama,,0.004402745,0.019100413,0.00074386597,0.0071070488,0.010552917,0.00975489
,2012-11-30 09:10:00,Where the clock is really ticking right now is on middle class taxes.,,0.0069185994,0.03015274,0.0008583069,0.006058442,0.010706633,0.015036922
,2012-11-30 09:11:00,A typical middle class family of 4 would see their income taxes go up by $2200. That's money a lot of families just can't afford to lose.,,0.0025343532,0.013445686,0.00046253204,0.005861019,0.010006369,0.008595883
,2012-11-30 09:11:00,If Congress does nothing every family in America will see their income taxes automatically go up on January 1. —President Obama,,0.0027933381,0.013948329,0.0006008148,0.0065956907,0.010006369,0.008652883
,2012-11-30 09:15:00,This was a central question in the election. —President Obama on keeping middle class taxes low,,0.009027477,0.028149333,0.00096321106,0.0072882893,0.013302735,0.01309891
,2012-11-30 09:15:00,"Obama: ""A clear majority of Americans agreed with a balanced approach to deficit reduction and making sure middle class taxes don't go up.""",,0.0059936526,0.019980038,0.00067710876,0.006259101,0.010023449,0.010552894
,2012-11-30 09:16:00,I'm going to be asking all of you to make your voices heard. —President Obama,,0.009249465,0.09741997,0.0036239624,0.03856628,0.018324144,0.020256994
,2012-11-30 10:59:00,Lee Alicia and Jane on what a $2000 tax hike would mean for them:,,0.0015354111,0.007979449,0.00052690506,0.0061814263,0.009545219,0.007170874
,2012-11-30 11:58:00,President Obama is counting on all of us to tell Congress what tax hikes would mean for our families. Weigh in here:,,0.002626848,0.019351736,0.00071525574,0.0068416605,0.0108774295,0.010856897
,2012-12-01 08:42:00,We are going to win this fight. But the fight is not over. —President Obama on World AIDS Daypic.twitter.com/M1JmQfjC,,0.036620867,0.11088664,0.005607605,0.03856628,0.045419596,0.018774498
,2012-12-01 09:57:00,Let your congressman know what $2000 means to you. —President Obama in his weekly address:,,0.003144818,0.023671126,0.00069618225,0.006653947,0.011406898,0.01302291
,2012-12-01 11:55:00,Check out some stories then share your own:,,0.0028118372,0.017215505,0.0009441376,0.0074048014,0.012448754,0.009317887
,2012-12-02 08:20:00,If Congress doesn't act the typical family's taxes will go up by $2000. Share what that would mean for you:,,0.0025713511,0.016838523,0.0005173683,0.0060908063,0.010313802,0.011008898
,2012-12-03 07:38:00,A flashback to the election: President Obama campaigned—and won—on a clear tax plan.,,0.0020533812,0.008796243,0.00046014786,0.0061878995,0.009903891,0.0070948736
,2012-12-03 08:07:00,Congress can act—right now—to stop taxes from going up on middle-class families. Tell them why they should:,,0.008435511,0.027442247,0.000910759,0.0072106146,0.011475217,0.012642908
,2012-12-03 10:50:00,President Obama will start answering questions about middle class tax cuts in 10 minutes on —get your questions in with !,,0.004384246,0.022610499,0.0008010864,0.007081157,0.01084327,0.011198899
,2012-12-03 12:19:00,If you missed the President's Twitter Q&A on middle class tax cuts catch the whole thing here:,,0.003144818,0.014953613,0.00052928925,0.006168481,0.010279642,0.0094128875
,2012-12-03 12:59:00,I've asked Debbie Wasserman Schultz to continue her excellent work as chair of the DNC. Thanks for all you do Debbie. -bo,,0.0023031165,0.008796243,0.00074863434,0.006835188,0.011936366,0.0074558756
,2012-12-03 17:42:00,President Obama's asked Congress to do the right thing on taxes—but they also need to hear from you:,,0.0027008436,0.016712861,0.00054359436,0.0065115434,0.010655395,0.010210892
,2012-12-04 07:26:00,Thousands of people have weighed in with what $2000 means to them. Here are some of their stories.,,0.002034882,0.01237757,0.0006723404,0.006912862,0.010638315,0.007645877
,2012-12-04 07:27:00,Dawn FL: “We are a hard-working middle-class family of four and $2200 goes a long way in our household. Let us move FORWARD!”,,0.0024973555,0.012063419,0.0006341934,0.0059322207,0.010194245,0.008500882
,2012-12-04 07:29:00,“Increasing my tax burden would make it tougher to purchase my own health insurance when I turn 26 this June.”—Kimberly MD,,0.0009989422,0.004492367,0.00035524368,0.0059095654,0.0088961935,0.005992867
,2012-12-04 07:31:00,“Saving my family $2200 would help to feed diaper and clothe our 6-month-old daughter while finishing our master's program.”—Chad PA,,0.0020533812,0.05378982,0.00207901,0.007521313,0.01982715,0.021288296
,2012-12-04 07:33:00,Robert Oklahoma: “We are using that money to help a family in PA that needs Christmas for their family.”,,0.0024788564,0.006722843,0.00057697296,0.0060908063,0.009536679,0.0066863713
,2012-12-04 07:34:00,Share what $2000 means to you:,,0.0016279058,0.01426248,0.0008583069,0.0069516995,0.012243799,0.008291881
,2012-12-04 09:06:00,Everybody has a stake in this debate: pic.twitter.com/ljDycFFT,,0.0062526376,0.024849601,0.0019454956,0.009929225,0.020851927,0.009640889
,2012-12-04 16:58:00,We rise or fall together as one nation and as one people.pic.twitter.com/CP4d32wX,,0.00847251,0.024260364,0.0021266937,0.0097738765,0.017709278,0.009336887
,2012-12-04 17:29:00,One of our favorite photos from this year: President Obama sits on the Rosa Parks bus at the Henry Ford Museum.pic.twitter.com/sot7aTEP,,0.00828752,0.040430736,0.0022411346,0.0101363575,0.017845914,0.014884921
,2012-12-05 08:21:00,When the American people speak loudly enough Congress listens. Add your voice: pic.twitter.com/lvH2TUMu,,0.011025362,0.043399423,0.0016021729,0.008129764,0.015079016,0.017614283
,2012-12-05 09:43:00,From affording quality child care to supporting local businesses here's why matters to families all over the country.,,0.0015169121,0.005748973,0.00039339066,0.0058027627,0.00906699,0.006353869
,2012-12-05 09:43:00,“$2000 is two months of daycare which allows me to work outside of the home!”—Sera TX,,0.0013319228,0.007790958,0.00049591064,0.006000186,0.009400043,0.0068668723
,2012-12-05 09:45:00,“ will just about cover out-of-pocket costs for my cataract surgery.”—Bill IA,,0.00258985,0.017466826,0.00074863434,0.0064532873,0.0113044195,0.009355888
,2012-12-05 09:47:00,“Support my local store owners on Main Street in Farmingdale and continue to fund my children's education for college.”—Rick NY,,0.002034882,0.007099825,0.000500679,0.006246155,0.009459821,0.0069333725
,2012-12-05 09:49:00,As a retired senior $2000 covers the approximate out-of-pocket yearly cost of my prescription drugs. —Harvey NY,,0.0035332954,0.033334624,0.0009441376,0.006874025,0.013234417,0.012642908
,2012-12-05 09:50:00,Join the thousands of Americans who have shared their stories:,,0.006437627,0.017215505,0.0011110306,0.008336896,0.01354185,0.008424882
,2012-12-05 13:21:00,That's my mandate. pic.twitter.com/SjMyRJZl,,0.005253696,0.02638162,0.00207901,0.009437286,0.019690514,0.009678889
,2012-12-06 08:44:00,Seniors share what means to them:,,0.006881601,0.019980038,0.0011587143,0.0072753434,0.014361672,0.010248893
,2012-12-06 09:28:00,One of our favorite 2012 photos: The First Lady gets a lift at the Olympics.pic.twitter.com/bHbrTTX9,,0.007843546,0.034041706,0.0022602081,0.010731863,0.020783609,0.010818896
,2012-12-06 11:52:00,President Obama is visiting Tiffany Santana's family in northern Virginia today. Here's why:,,0.0057346676,0.019980038,0.0012779236,0.00814271,0.014600786,0.009355888
,2012-12-07 09:06:00,Five small business owners on what $2000 means for their budgets and their employees:,,0.0015909078,0.0066600125,0.00047922134,0.006084333,0.009613537,0.0065533705
,2012-12-07 10:08:00,Out of the ashes of conflict America rose more prepared than ever to meet the challenges of the day.,,0.008953481,0.031449065,0.0009059906,0.0077154995,0.011936366,0.012870909
,2012-12-07 11:34:00,Tiffany shared what $2000 means to her—and the President stopped by to talk about it:,,0.0017019014,0.023199737,0.0005245209,0.0063432488,0.010535837,0.013288911
,2012-12-07 12:12:00,The economy has added private sector jobs for 33 straight months for a total of 5.6 million jobs during that time:pic.twitter.com/E9kzGtS3,,0.0034777985,0.011937759,0.0010824203,0.0071847234,0.013268576,0.0068573724
