toxicity,severe_toxicity,obscene,identity_attack,insult,threat,sexual_explicit,id,text
0.0036624870263040066,2.4948046757344855e-06,6.71964226057753e-05,7.147188443923369e-05,0.002613931428641081,0.00011354783055139706,3.9009486499708146e-05,15,"""""""Keep it fast, short and direct - whatever it is."""" --Donald J. Trump"
0.000290979485725984,2.6293203063687542e-06,1.925300239236094e-05,4.679013363784179e-05,0.0001357625296805054,1.9409369997447357e-05,1.53858563862741e-05,16,"""Don't forget to enter the """"Think Like A Champion"""" signed book and keychain contest:"
0.0021748419385403395,1.7695621181701426e-06,3.527383887558244e-05,3.699009175761603e-05,0.0015281833475455642,4.90783822897356e-05,1.6125102774822153e-05,17,Did you know Donald Trump is on Facebook? - Become a fan today!
0.0032476966734975576,1.8243534896100755e-06,3.924287739209831e-05,5.056147347204387e-05,0.0032417052425444126,3.3751577575458214e-05,2.412395042483695e-05,18,"""""""Your higher self is in direct opposition to your comfort zone."""" --Donald J. Trump"
0.0010874909348785877,1.5383728850792977e-06,2.573632991698105e-05,3.596325404942036e-05,0.0007332852110266685,2.523631883377675e-05,1.1599750905588735e-05,19,Read an excerpt from Think Like A Champion by Donald J. Trump:
0.0008490813779644668,1.9041381165152416e-06,2.67848572548246e-05,4.883984729531221e-05,0.0004324005567468703,4.080692451680079e-05,1.58862276293803e-05,20,"""""""You have to know when to call it quits and when to keep moving forward."""" --Donald J. Trump"
0.010839002206921577,2.256372226838721e-06,0.00014673543046228588,8.072132914094254e-05,0.00856626033782959,6.124919309513643e-05,5.797184712719172e-05,21,Check out Donald Trump's new iGoogle Showcase page:
0.00403745798394084,1.920864860949223e-06,4.4781871110899374e-05,7.746375922579318e-05,0.0029469849541783333,4.053747761645354e-05,2.3547947421320714e-05,22,"“If you don't have problems, you're pretending or you don't run your own business.” –Donald J. Trump"
0.0002851216122508049,2.4478415525663877e-06,1.8993765479535796e-05,4.457030081539415e-05,0.0001360381575068459,2.050282091659028e-05,1.398734821123071e-05,23,"""Last week to enter the """"Think Like A Champion"""" signed book and keychain contest:"
0.004722096957266331,3.4888323625636986e-06,6.269399455050007e-05,5.763961235061288e-05,0.002703844103962183,0.000271824246738106,5.178739957045764e-05,24,Today is Donald Trump's Birthday! Send him your B'day wishes here:
0.002096181968227029,2.838849013642175e-06,3.664446558104828e-05,3.2567448215559125e-05,0.0013277807738631964,8.397905912715942e-05,3.7494122807402164e-05,25,Thanks to all for your thoughtful birthday wishes – Donald Trump
0.0006237449124455452,1.910841547214659e-06,2.868103729269933e-05,3.292676410637796e-05,0.0003892791864927858,2.0815063180634752e-05,1.3896392374590505e-05,26,"""RE: FB Vanity URLs: SF Chronicle - """"David Beckham was one of the first, along with Britney Spears & Donald Trump."""""
0.0006125335930846632,5.063970547780627e-06,3.9376514905598015e-05,3.106323129031807e-05,0.00034809246426448226,7.213345088530332e-05,4.887153045274317e-05,27,- Wishing a Happy Father's Day to all the Dad's out there - YOU are a champion today and everyday!
0.02174789272248745,5.586495262832614e-06,0.00014193373499438167,0.000157710921484977,0.014358109794557095,0.001719538471661508,0.00011114552762592211,28,“Expand your life every day.” –Donald J. Trump
0.006184907164424658,1.6981965700324508e-06,5.580349898082204e-05,7.963875395944342e-05,0.004516448825597763,4.2425297579029575e-05,2.585774018371012e-05,29,Donald Trump’s commercial-free WWE Raw does big rating:
0.0008076675585471094,1.8015094838119694e-06,2.633161420817487e-05,3.300731259514578e-05,0.0005647899233736098,2.6962614356307313e-05,1.2488707398006227e-05,30,"""RE: Michael Jackson: """"He was a great friend and a spectacular entertainer. It’s a devastating loss!"""" -Donald J. Trump"""
0.00041935755871236324,1.8670433519218932e-06,1.7127244063885882e-05,3.0672810680698603e-05,0.00024444598238915205,1.724133653624449e-05,1.086471547750989e-05,31,Watch a powerful and frank interview with Donald Trump about the economy on Greta Van Susteren's On The Record:
0.0007853650604374707,1.7097634099627612e-06,2.7035686798626557e-05,3.556747469701804e-05,0.00044096275814808905,2.8876140277134255e-05,1.3215537364885677e-05,32,Here's to a safe and happy Independence Day for one and all - Enjoy it! --Donald J. Trump
0.0005016849609091878,1.8462123989593238e-06,2.1498495698324405e-05,3.682393071358092e-05,0.00030174051062203944,1.6959622371359728e-05,1.214641633850988e-05,33,"""""""Be aware of things that seem inexplicable because they can be a big step towards innovation."""" --Donald J. Trump"
0.019884143024683,2.3323257209995063e-06,0.00014078774256631732,0.00012841787247452885,0.015915820375084877,0.00010546405974309891,6.127279630163684e-05,34,Donald Trump backs 'Apprentice' Randal Pinkett for N.J. Lieutenant Governor:
0.0003338562964927405,2.3383904590446036e-06,2.016473990806844e-05,4.5770670112688094e-05,0.00014893630577716976,2.037239210039843e-05,1.5320320017053746e-05,35,"""Congrats to winners from around the world who entered the """"Think Like A Champion"""" signed book/keychain contest!"
0.000856415368616581,1.6429138440798852e-06,1.9621533283498138e-05,3.845749961328693e-05,0.000530293385963887,2.1045821995357983e-05,1.0567559002083726e-05,36,Check out a list of Donald Trump's books for summer reading at the Trump University Blog:
0.0011359562631696463,1.538896754027519e-06,2.1559491869993508e-05,3.485163324512541e-05,0.0007656541420146823,2.072181632684078e-05,1.1729769539670087e-05,37,Browse Donald Trump's Summer Reading List for Business Success at the Trump University Blog:
0.0005015333881601691,1.8694397567742271e-06,2.1836642190464772e-05,3.429719799896702e-05,0.0002911018382292241,2.3339534891420044e-05,1.2624078408407513e-05,38,"""""""Think. That’s the first step. Use all your power to utilize and develop that capability"""" --Donald J. Trump"
0.0005069407052360475,2.2573708520212676e-06,1.8638304027263075e-05,3.629885395639576e-05,0.000249441247433424,3.7901139876339585e-05,1.8075214029522613e-05,39,Ivanka is now on Twitter - You can follow her - Have a terrific weekend!
0.001688805059529841,1.9293026980449213e-06,3.218914207536727e-05,3.273587208241224e-05,0.0012152409180998802,3.772664422285743e-05,1.497431003372185e-05,40,-- Watch Donald Trump's recent appearance on The Late Show with David Letterman:
0.0003167073300573975,2.3877923922555055e-06,2.098141521855723e-05,3.952670522266999e-05,0.00015088618965819478,2.4347236831090413e-05,1.4706156434840523e-05,41,"Watch the Miss Universe competition LIVE from the Bahamas - Sunday, 8/23 @ 9pm (ET) on NBC:"
0.0003103248600382358,2.373634060859331e-06,1.99310525204055e-05,4.093831739737652e-05,0.00015192564751487225,2.232852239103522e-05,1.4369082236953545e-05,42,Reminder: The Miss Universe competition will be LIVE from the Bahamas - Tonight @ 9pm (EST) on NBC:
0.000669966684654355,1.7760187347448664e-06,2.405065060884226e-05,3.521498729242012e-05,0.0003629832935985178,2.608704562589992e-05,1.285600956180133e-05,43,- Donald Trump bids to buy the Oreo Double Stuf Racing League. Check it out:
0.056814007461071014,9.29020006879e-06,0.00785255990922451,0.0007394457352347672,0.02170996367931366,0.0007112578023225069,0.0016494720475748181,44,"""- More hysterical DSRL videos featuring Donald Trump and """"Double Trump"""" plus enter Golden Lick Race Sweepstakes:"
0.0016072408761829138,1.746405928315653e-06,2.5974319214583375e-05,3.421709334361367e-05,0.0010247948812320828,4.267741314833984e-05,1.9952960428781807e-05,45,Read Donald Trump's Top Ten Tips for Success:
0.046966634690761566,1.5007133697508834e-05,0.00013526425755117089,0.00039357689092867076,0.0073167430236935616,0.022711224853992462,0.00012433035590220243,46,"""""""A lot of people have imagination, but can't execute--you have to execute with the imagination."""" --Donald J. Trump"
0.0015948070213198662,2.424837248327094e-06,3.131357516394928e-05,4.649740731110796e-05,0.0012641064822673798,4.025778980576433e-05,3.013285095221363e-05,47,"- Read what Donald Trump has to say about daughter Ivanka's upcoming new book, The Trump Card:"
0.002247512573376298,2.853260411939118e-05,5.1257844461360946e-05,0.0005408942815847695,0.0010351247619837523,0.0001123995753005147,0.0001648348697926849,48,Watch video of Ivanka Trump sharing business advice with 4 entrepreneurial women on GMA:
0.0006454886752180755,1.6384296941396315e-06,1.9372644601389766e-05,3.3507902116980404e-05,0.000401500758016482,2.032428528764285e-05,9.872671398625243e-06,49,"Hear Donald Trump discuss big gov spending, banks, & taxes on Your World w/Neil Cavuto:"
0.001011281623505056,5.111330210638698e-06,5.746787792304531e-05,3.837514668703079e-05,0.0004644268483389169,0.00010658761311788112,6.671805022051558e-05,50,"""--From Donald Trump: """"Ivanka and Jared’s wedding was spectacular, and they make a beautiful couple. I’m a very proud father."""""""
0.0003315999929327518,2.2052913664083462e-06,1.7038733858498745e-05,4.247489050612785e-05,0.00016382295871153474,2.1311694581527263e-05,1.1660719792416785e-05,51,"--Work has begun, ahead of schedule, to build the greatest golf course in history: Trump International – Scotland."
0.0005802169907838106,1.7100813920478686e-06,1.9124649043078534e-05,3.4181248338427395e-05,0.00034837285056710243,2.145652615581639e-05,1.0563155228737742e-05,52,"Donald Trump Partners with TV1 on New Reality Series Entitled, Omarosa's Ultimate Merger:"
0.0013345921179279685,3.1329136618296616e-06,6.263345858315006e-05,4.922500011161901e-05,0.0007394584245048463,9.20842940104194e-05,6.432396185118705e-05,53,Wishing you and yours a very Happy and Bountiful Thanksgiving!
0.0006127625238150358,1.9209307993151015e-06,2.1812626073369756e-05,5.7793728046817705e-05,0.00028957577887922525,3.2802654459374025e-05,1.0652573109837249e-05,54,Trump International Tower in Chicago ranked 6th tallest building in world by Council on Tall Buildings & Urban Habitat
0.00043645233381539583,1.8321437664781115e-06,1.8013419321505353e-05,3.144992297166027e-05,0.0002539074048399925,1.6837226212373935e-05,1.0303122508048546e-05,55,"From Donald Trump: Wishing everyone a wonderful holiday & a happy, healthy, prosperous New Year. Let’s think like champions in 2010!"
0.00027294535539112985,2.456168658682145e-06,1.6806345229269937e-05,3.4538206818979234e-05,0.0001418885512975976,1.9427219740464352e-05,1.4314523468783591e-05,56,"Celebrity Apprentice returns to NBC, Sunday, 3/14, 9-11PM ET/PT. Outstanding list of celebrities & season should be the best one yet!"
0.0004834297869820148,1.8079083474731306e-06,1.913572305056732e-05,3.647029370767996e-05,0.0002702729543671012,1.5442303265444934e-05,1.30408252516645e-05,57,Trump Tycoon App for iPhone & iPod Touch - It's $2.99 but the advice is priceless!
0.0006690446753054857,2.423445494059706e-06,2.817836866597645e-05,4.6027693315409124e-05,0.00041690003126859665,3.064532938878983e-05,2.5030216420418583e-05,58,"""from Donald Trump: """"I saw Lady Gaga last night and she was fantastic!"""""""
0.0013489029370248318,1.9002359294972848e-06,4.12357876484748e-05,5.12813167006243e-05,0.000806822907179594,4.390905087348074e-05,1.8400431144982576e-05,59,"Golf Channel & Donald Trump's World of Golf host a Celebrity Match 1/25 @ TNGC LA, CA - Mark Wahlberg vs. Kevin Dillon"
0.000650340283755213,3.2561426905886037e-06,2.9453603929141536e-05,3.8400659832404926e-05,0.00025908462703227997,7.997810462256894e-05,1.9013155906577595e-05,60,"Superbowl Sunday is a great American tradition. The Colts and Saints are already champions, but may the best team win!"
0.0009368735481984913,1.627259848646645e-06,2.0986259187338874e-05,3.525238571455702e-05,0.0006173630245029926,2.2083360818214715e-05,1.0040888810181059e-05,61,Donald Trump appearing today on CNN International’s ‘Connect the World’ as ‘Connector of the Day’. Submit questions:
0.0005971102509647608,1.6613165598755586e-06,1.7760876289685257e-05,2.78771149169188e-05,0.00037151857395656407,1.948286262631882e-05,1.0702070539991837e-05,62,Donald Trump appeared on the final episode of The Jay Leno Show to deliver a very special message:
0.0025179595686495304,4.074202479387168e-06,6.702183600282297e-05,6.568481330759823e-05,0.0014618990244343877,0.0001022052820189856,9.766826406121254e-05,63,"From Donald Trump: “I’m so proud of my wife Melania and the launch of her new jewelry line, to debut on QVC on April 30th at 9 p.m.”"
0.0011898329248651862,2.0415620838321047e-06,4.164250276517123e-05,3.627234764280729e-05,0.0007506050751544535,4.825996438739821e-05,1.659495319472626e-05,64,From Donald Trump: Andrea Bocelli @ Mar-a-Lago - Many say best night of entertainment in long history of Palm Beach
0.00029830235871486366,2.912098807428265e-06,1.8321808965993114e-05,3.642573210527189e-05,0.00013541511725634336,3.123674468952231e-05,1.6359550500055775e-05,65,"The Celebrity Apprentice has a two-hour premiere this Sunday, March 14th, at 9 p.m. on NBC. This will be the best season yet, see you then!"
0.000336846656864509,2.1931773517280817e-06,1.55929501488572e-05,4.00648386857938e-05,0.0001587338192621246,2.0787787434528582e-05,1.4146691682981327e-05,66,The new season of the Celebrity Apprentice is off to a great start-- last night it swept the 10 p.m. hour in every key demographic.
0.002676420146599412,7.007565727690235e-06,0.00013384254998527467,7.38959715818055e-05,0.0016681221313774586,0.00018655364692676812,6.795008812332526e-05,67,Olympic Gold Medalist Evan Lysacek just left my office. He is in town and wanted to meet me--he's a fanastic guy and a true champion.
0.0003018340212292969,2.4138569187925896e-06,1.788841836969368e-05,4.232193168718368e-05,0.0001425121445208788,2.2182184693519957e-05,1.7810794815886766e-05,68,I am happy to announce that theoriginal Apprentice --which will offer job opportunities to those in need--is coming back.
0.00028087751707062125,2.635269765960402e-06,1.7611624571145512e-05,3.4051954571623355e-05,0.00014332093996927142,1.9300707208458334e-05,1.5258061466738582e-05,69,Last week's episode of the Celebrity Apprentice set the stage for a great new season. Tune in this Sunday on NBC for even more excitement.
0.00032147945603355765,2.20040715248615e-06,1.7010110241244547e-05,3.5400411434238777e-05,0.00017824665701482445,1.8304275727132335e-05,1.1157621884194668e-05,70,"The Trump Hotel Collection is currently nominated for Conde Nast Traveler Readers Choice Awards, Travel & Leisure and World Travel Awards."
0.000339585094479844,2.378338194830576e-06,1.8548935258877464e-05,4.0338571125175804e-05,0.0001628739555599168,2.851598219422158e-05,1.6338082787115127e-05,71,The original Apprentice is coming back--do you have what it takes to be the next Apprentice? For casting details:
0.00047356306458823383,2.0022237094963202e-06,2.1440471755340695e-05,4.226054807077162e-05,0.0002387460262980312,2.409711669315584e-05,1.2148547284596134e-05,72,"The NYC casting call for The Apprentice is thisThursday, April 1 at Trump Tower. For all the information you need, go to NBC.com/casting."
0.0008908423478715122,2.1972637114231475e-06,2.310304989805445e-05,5.053794666309841e-05,0.0004540877416729927,6.45332838757895e-05,1.797894037736114e-05,73,Don't forget the open call at Trump Tower tomorrow for The Apprentice. I look forward to seeing you there.
0.0002525125164538622,3.041933041458833e-06,1.6554187823203392e-05,3.961659604101442e-05,0.00011981568968622014,2.1476016627275385e-05,1.5362926205853e-05,74,"Today's open call drew thousands of eager applicants. It was an impressive group, I enjoyed meeting them. We've got some great candidates!"
0.0002661508333403617,3.0255114324972965e-06,2.062110070255585e-05,3.9834656490711495e-05,0.00012421162682585418,2.4460388885927387e-05,1.520195473858621e-05,75,"Last night Melania and I attended the Skating with the Stars Gala at Wollman Rink in Central Park, it was fantastic. Stay tuned for Part 2.."
0.00033575063571333885,2.841701189026935e-06,1.9630853785201907e-05,4.444534351932816e-05,0.00016237773525062948,2.7282983865006827e-05,2.4280689103761688e-05,76,"Then we attended the Scottish fashion show that benefits veterans, Dressed to Kilt 2010, which I co-hosted with Sir Sean and Lady Connery."
0.00024884194135665894,3.0298308502096916e-06,1.7814532839111052e-05,3.750838732230477e-05,0.00012365618022158742,1.7383934391546063e-05,1.7344440493616275e-05,77,"My bestselling book from last April, Think Like a Champion, is now available in paperback. It's inspiring, entertaining, and a great read."
0.0006979409954510629,1.7148763618024532e-06,2.221985050709918e-05,3.670899968710728e-05,0.00037313924985937774,2.746090103755705e-05,1.234560022567166e-05,78,Trump SoHo opens this Friday and it is fantastic! Check out the Trump Hotel Collection...
0.0009191205608658493,1.763340719662665e-06,2.7291622245684266e-05,3.3437838283134624e-05,0.0005663229967467487,2.759720700851176e-05,1.2397808859532233e-05,79,This is a terrific day for downtown New York. Trump SoHo is unlike anything else. Be sure to visit this fantastic hotel soon!
0.00035964453127235174,2.2446795355790528e-06,1.9515739040798508e-05,3.542148624546826e-05,0.0001809681998565793,2.2985981559031643e-05,1.330354734818684e-05,80,"""The premiere of """"Donald J. Trump's Fabulous World of Golf"""" is tomorrow night at 9 p.m.ET on Golf Channel. Tune in for a great adventure!"""
0.0010643921559676528,2.255503204651177e-06,2.8762467991327867e-05,8.554809028282762e-05,0.00034574660821817815,8.87453425093554e-05,1.4165482753014658e-05,81,Looking forward to seeing the World Champion Yankees today on opening day!
0.0002829014847520739,2.6398956833872944e-06,1.8614502550917678e-05,5.008900188840926e-05,0.00012176008749520406,2.51039418799337e-05,1.6620548194623552e-05,82,"""""""Before Kids Can Go Places, They Need a Place To Go"""" -- the motto of The Police Athletic League, an organization I'm very proud to support"""
0.0005259090685285628,2.1651653696608264e-06,2.9556360459537245e-05,3.9767244743416086e-05,0.00025321191060356796,3.041410309378989e-05,1.7301868865615688e-05,83,"On Sunday, Jerome Bettis 'the bus' from the Pittsburgh Steelers will play at Trump Int'l Golf Club/Palm Beach against Julius Erving 'Dr J'"
0.00036810379242524505,3.3291153158643283e-06,2.5456665753154084e-05,6.679450598312542e-05,0.0001429829717380926,2.588593815744389e-05,4.387748776935041e-05,84,Tune in to The Marriage Ref onThursday night at 10 p.m. on NBC--I'm on the panel of experts along with Gloria Estefan & Adam Carolla.
0.983686625957489,9.810493065742776e-05,0.0035217246040701866,0.011590635403990746,0.9823856949806213,0.0005355157773010433,0.00040082004852592945,85,Melania and I saw American Idiot on Broadway last night and it was great. An amazing theatrical experience!
0.00031931043486110866,2.5092504074564204e-06,1.9688824977492914e-05,3.91882385883946e-05,0.00015138076560106128,2.147914892702829e-05,1.3163815310690552e-05,86,Melania and I will be appearing on The View tomorrow at 11 a.m. on CBS. Tune in for some great fun!
0.0002642902545630932,2.924893806266482e-06,2.0316883819759823e-05,4.115085903322324e-05,0.00012377958046272397,2.1485890101757832e-05,1.6549753127037548e-05,87,"To put on your calendar for May: Miss USA 2010, live from Las Vegas on May 16th, 7 p.m. ET on NBC. I'll be there--tune in for a great show!"
0.0002966373576782644,2.5542499315633904e-06,1.685795359662734e-05,3.391490099602379e-05,0.00014942334382794797,2.8715687221847475e-05,1.545932173030451e-05,88,Our thoughts and prayers remain with Bret Michaels and his family and for his speedy recovery.
0.00032485119299963117,2.6242701096634846e-06,1.858709401858505e-05,3.6192046536598355e-05,0.00016298051923513412,2.265419789182488e-05,1.2294281077629421e-05,89,"Melania and I will be appearing on Larry King Live tonight, 9 p.m. on CNN. Be sure to tune in for some great conversation!"
0.00044803941273130476,1.990632654269575e-06,1.954757135536056e-05,4.0654547774465755e-05,0.0002568320487625897,2.7655907615553588e-05,1.7453072359785438e-05,90,Melania will be on QVC tomorrow night at 9 p.m. ET to introduce her beautiful and inspiring Melania Timepieces & Fashion Jewelry collection.
0.0014975100057199597,5.500760835275287e-06,5.484620851348154e-05,5.0250520871486515e-05,0.000596162339206785,0.0001638527901377529,0.00015211815480142832,91,Be sure to look for my beautiful wife Melania Trump tonight on QVC at 9 pm ET where she will be debuting her fantastic jewelry collection.
0.0002655167190823704,2.7643895919027273e-06,1.841947960201651e-05,3.935605855076574e-05,0.00013011082774028182,2.1096018826938234e-05,1.4308669051388279e-05,92,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone and Natalie Morales."
0.006309483665972948,1.251918547495734e-05,0.00022131929290480912,0.0007920061470940709,0.0016203823033720255,0.00044688538764603436,0.0007597466465085745,93,Also appearing on the Miss USA Pageant will be Country Superstar Trace Adkins and Pop Rock Sensation Boys Like Girls...
0.0004891161806881428,4.218494268570794e-06,2.6794361474458128e-05,4.741755765280686e-05,0.00022298221301753074,4.147798244957812e-05,7.316575647564605e-05,94,Providing backstage commentary at the Miss USA Pageant will be comedic mother-daughter duo Joan and Melissa Rivers. A fantastic lineup!
0.00031083537032827735,2.5385088520124555e-06,1.810234971344471e-05,3.583695797715336e-05,0.00014911819016560912,2.715252776397392e-05,1.641022572584916e-05,95,We're all very happy to hear of Bret Michael's progress and send our best wishes for his full recovery.
0.0002702484489418566,2.8293839022808243e-06,1.8665323295863345e-05,4.207484744256362e-05,0.00012980028986930847,2.191640123783145e-05,1.42807220981922e-05,96,"Looking forward to the 2010 Miss USA Pageant, Sunday May 16 on NBC, 7 p.m. ET, hosted by Curtis Stone & Natalie Morales live from Las Vegas."
0.0003317666123621166,2.7550122467800975e-06,2.2828518922324292e-05,4.40445110143628e-05,0.00015582211199216545,2.7695179596776143e-05,1.574969428475015e-05,97,"Congratulations to our new Miss USA, the beautiful Rima Fakih. Rima will represent us well at Miss Universe and be a wonderful Miss USA ."
0.0003969698736909777,2.0898964976368006e-06,1.772958603396546e-05,3.2269021176034585e-05,0.00021866320457775146,2.4249056878034025e-05,1.6166168279596604e-05,98,Put this on your calendar: The Celebrity Apprentice live finale is this Sunday at 9 p.m. on NBC. Who will be the next Celebrity Apprentice?
0.0006215764442458749,2.164273610105738e-06,2.56149305641884e-05,6.163190846564248e-05,0.00026813929434865713,2.9550554245361127e-05,1.6087056792457588e-05,99,"Check out Ivanka's new FaceBook page and keep up with what's happening--from The Celebrity Apprentice, to jewlery to free tickets and more.."
0.00032696526614017785,2.2502413230540697e-06,1.8665376046556048e-05,3.3983731555053964e-05,0.00016661638801451772,2.0044009943376295e-05,1.4308137906482443e-05,100,The latest update on Bret Michaels is that he's making every effort to attend the live finale of Celebrity Apprentice on Sunday--so tune in!
0.0005379769136197865,1.9471101495582843e-06,2.4960660084616393e-05,4.644223372451961e-05,0.0002465173020027578,2.8999687856412493e-05,1.6993652025121264e-05,101,Who's your pick-- or ? Vote now on Ivanka's new Facebook page!
0.0005262498161755502,3.134542566840537e-06,2.6416450054966845e-05,4.240705675329082e-05,0.0001731778320390731,0.00010664739238563925,2.065459921141155e-05,102,"Congratulations to Bret Michaels, the new Celebrity Apprentice. Bret's a true champion, all of us were happy to see him and to see him win!"
0.00755682960152626,5.23931203133543e-06,0.0005321557400748134,0.00013798185682389885,0.0026194581296294928,0.00034860227606259286,0.0003779532271437347,103,Ivanka caught up with Bret and Holly backstage. Both Bret and Holly were champions all the way.
0.00041680666618049145,2.2849690139992163e-06,2.0360115740913898e-05,4.236720269545913e-05,0.00017372294678352773,2.2961246941122226e-05,1.6192878319998272e-05,104,The ratings for the Celebrity Apprentice were fantastic and everyone had a great time. It was a terrific season -- congrats to everyone!
0.0003073868283536285,2.722941417232505e-06,1.8435612219036557e-05,7.926212856546044e-05,0.00011476493818918243,2.403184953436721e-05,1.502351642557187e-05,105,"Scotland is beautiful. I spent several years looking for the right place, visiting over 200 sites, and this is absolutely the right place!"
0.001148244016803801,1.8236333971799468e-06,3.7865589547436684e-05,0.00014048453886061907,0.0004866254166699946,4.200337207294069e-05,1.7934911738848314e-05,106,"The North Coast of Scotland is spectacular--the sea, the sand dunes, the rolling bluffs--we walked the course and it is fantastic."
0.0003283991536591202,2.346154815313639e-06,1.9107257685391232e-05,5.8064910263055936e-05,0.0001465159293729812,2.116929681506008e-05,1.5338755474658683e-05,107,"The Dunes here are amazing, and they're how I learned about geomorphology, which is the study of movement landforms. We've had a great trip"
0.00025554673629812896,2.846284814950195e-06,1.6534024325665087e-05,4.6030192606849596e-05,0.0001188425812870264,1.969537879631389e-05,1.3306578694027849e-05,108,"Wishing everyone a Happy Memorial Day Weekend, with a special thought for all the veterans who have done so much for our freedom."
0.0003586321254260838,2.3799670998414513e-06,1.8581033145892434e-05,3.499103695503436e-05,0.00016634684288874269,2.7832327759824693e-05,1.3417774425761309e-05,109,I'll be turning the table on Larry King this Saturday night. I'll be interviewing him in honor of the 25th Anniversary of his show.
0.00033174545387737453,2.420230430288939e-06,2.153873720089905e-05,4.915121098747477e-05,0.00014005665434524417,2.6183024601778015e-05,1.499551763117779e-05,110,Checking out the course at TNGC Westchester and it is fantastic. Should be a great season.
0.0003669224097393453,2.4610128548374632e-06,1.9523986338754185e-05,3.1931464036460966e-05,0.0001805745268939063,2.9844408345525153e-05,1.4869092410663143e-05,111,"Be sure to watch the Larry King Show tomorrow night on CNN, 9 p.m. I'll be the host, Larry the guest."
0.000300697487546131,2.5868514512694674e-06,1.8384274881100282e-05,3.295635542599484e-05,0.0001491351140430197,2.260956352984067e-05,1.3619612218462862e-05,112,Tonight I trade places with Larry King and interview him on the 25th anniversary of his show. 9PM on CNN featuring best clips.
